area_id,year,sex,age_group,population,area_name
BFA-HUMD_2_1,1995,female,Y000_004,81753.12072,Kadiogo
BFA-HUMD_2_1,1995,female,Y005_009,67657.27203,Kadiogo
BFA-HUMD_2_1,1995,female,Y010_014,75103.11253,Kadiogo
BFA-HUMD_2_1,1995,female,Y015_019,85440.59893,Kadiogo
BFA-HUMD_2_1,1995,female,Y020_024,73465.71006,Kadiogo
BFA-HUMD_2_1,1995,female,Y025_029,52814.72961,Kadiogo
BFA-HUMD_2_1,1995,female,Y030_034,39684.87262,Kadiogo
BFA-HUMD_2_1,1995,female,Y035_039,29767.87011,Kadiogo
BFA-HUMD_2_1,1995,female,Y040_044,23734.70617,Kadiogo
BFA-HUMD_2_1,1995,female,Y045_049,17588.3606,Kadiogo
BFA-HUMD_2_1,1995,female,Y050_054,13741.42372,Kadiogo
BFA-HUMD_2_1,1995,female,Y055_059,11468.46315,Kadiogo
BFA-HUMD_2_1,1995,female,Y060_064,8500.614931,Kadiogo
BFA-HUMD_2_1,1995,female,Y065_069,6278.497714,Kadiogo
BFA-HUMD_2_1,1995,female,Y070_074,4243.419828,Kadiogo
BFA-HUMD_2_1,1995,female,Y075_079,2373.117446,Kadiogo
BFA-HUMD_2_1,1995,female,Y080_999,1472.119124,Kadiogo
BFA-HUMD_2_1,1995,male,Y000_004,86071.94918,Kadiogo
BFA-HUMD_2_1,1995,male,Y005_009,66469.52951,Kadiogo
BFA-HUMD_2_1,1995,male,Y010_014,65624.49825,Kadiogo
BFA-HUMD_2_1,1995,male,Y015_019,75959.70583,Kadiogo
BFA-HUMD_2_1,1995,male,Y020_024,87031.40476,Kadiogo
BFA-HUMD_2_1,1995,male,Y025_029,69707.39361,Kadiogo
BFA-HUMD_2_1,1995,male,Y030_034,53669.32413,Kadiogo
BFA-HUMD_2_1,1995,male,Y035_039,39331.56491,Kadiogo
BFA-HUMD_2_1,1995,male,Y040_044,28663.38994,Kadiogo
BFA-HUMD_2_1,1995,male,Y045_049,20502.57588,Kadiogo
BFA-HUMD_2_1,1995,male,Y050_054,15476.77676,Kadiogo
BFA-HUMD_2_1,1995,male,Y055_059,12049.25156,Kadiogo
BFA-HUMD_2_1,1995,male,Y060_064,7648.013877,Kadiogo
BFA-HUMD_2_1,1995,male,Y065_069,4717.036575,Kadiogo
BFA-HUMD_2_1,1995,male,Y070_074,2897.819122,Kadiogo
BFA-HUMD_2_1,1995,male,Y075_079,1437.327031,Kadiogo
BFA-HUMD_2_1,1995,male,Y080_999,698.551467,Kadiogo
BFA-HUMD_2_1,1996,female,Y000_004,81753.12072,Kadiogo
BFA-HUMD_2_1,1996,female,Y005_009,67657.27203,Kadiogo
BFA-HUMD_2_1,1996,female,Y010_014,75103.11253,Kadiogo
BFA-HUMD_2_1,1996,female,Y015_019,85440.59893,Kadiogo
BFA-HUMD_2_1,1996,female,Y020_024,73465.71006,Kadiogo
BFA-HUMD_2_1,1996,female,Y025_029,52814.72961,Kadiogo
BFA-HUMD_2_1,1996,female,Y030_034,39684.87262,Kadiogo
BFA-HUMD_2_1,1996,female,Y035_039,29767.87011,Kadiogo
BFA-HUMD_2_1,1996,female,Y040_044,23734.70617,Kadiogo
BFA-HUMD_2_1,1996,female,Y045_049,17588.3606,Kadiogo
BFA-HUMD_2_1,1996,female,Y050_054,13741.42372,Kadiogo
BFA-HUMD_2_1,1996,female,Y055_059,11468.46315,Kadiogo
BFA-HUMD_2_1,1996,female,Y060_064,8500.614931,Kadiogo
BFA-HUMD_2_1,1996,female,Y065_069,6278.497714,Kadiogo
BFA-HUMD_2_1,1996,female,Y070_074,4243.419828,Kadiogo
BFA-HUMD_2_1,1996,female,Y075_079,2373.117446,Kadiogo
BFA-HUMD_2_1,1996,female,Y080_999,1472.119124,Kadiogo
BFA-HUMD_2_1,1996,male,Y000_004,86071.94918,Kadiogo
BFA-HUMD_2_1,1996,male,Y005_009,66469.52951,Kadiogo
BFA-HUMD_2_1,1996,male,Y010_014,65624.49825,Kadiogo
BFA-HUMD_2_1,1996,male,Y015_019,75959.70583,Kadiogo
BFA-HUMD_2_1,1996,male,Y020_024,87031.40476,Kadiogo
BFA-HUMD_2_1,1996,male,Y025_029,69707.39361,Kadiogo
BFA-HUMD_2_1,1996,male,Y030_034,53669.32413,Kadiogo
BFA-HUMD_2_1,1996,male,Y035_039,39331.56491,Kadiogo
BFA-HUMD_2_1,1996,male,Y040_044,28663.38994,Kadiogo
BFA-HUMD_2_1,1996,male,Y045_049,20502.57588,Kadiogo
BFA-HUMD_2_1,1996,male,Y050_054,15476.77676,Kadiogo
BFA-HUMD_2_1,1996,male,Y055_059,12049.25156,Kadiogo
BFA-HUMD_2_1,1996,male,Y060_064,7648.013877,Kadiogo
BFA-HUMD_2_1,1996,male,Y065_069,4717.036575,Kadiogo
BFA-HUMD_2_1,1996,male,Y070_074,2897.819122,Kadiogo
BFA-HUMD_2_1,1996,male,Y075_079,1437.327031,Kadiogo
BFA-HUMD_2_1,1996,male,Y080_999,698.551467,Kadiogo
BFA-HUMD_2_1,1997,female,Y000_004,81753.12072,Kadiogo
BFA-HUMD_2_1,1997,female,Y005_009,67657.27203,Kadiogo
BFA-HUMD_2_1,1997,female,Y010_014,75103.11253,Kadiogo
BFA-HUMD_2_1,1997,female,Y015_019,85440.59893,Kadiogo
BFA-HUMD_2_1,1997,female,Y020_024,73465.71006,Kadiogo
BFA-HUMD_2_1,1997,female,Y025_029,52814.72961,Kadiogo
BFA-HUMD_2_1,1997,female,Y030_034,39684.87262,Kadiogo
BFA-HUMD_2_1,1997,female,Y035_039,29767.87011,Kadiogo
BFA-HUMD_2_1,1997,female,Y040_044,23734.70617,Kadiogo
BFA-HUMD_2_1,1997,female,Y045_049,17588.3606,Kadiogo
BFA-HUMD_2_1,1997,female,Y050_054,13741.42372,Kadiogo
BFA-HUMD_2_1,1997,female,Y055_059,11468.46315,Kadiogo
BFA-HUMD_2_1,1997,female,Y060_064,8500.614931,Kadiogo
BFA-HUMD_2_1,1997,female,Y065_069,6278.497714,Kadiogo
BFA-HUMD_2_1,1997,female,Y070_074,4243.419828,Kadiogo
BFA-HUMD_2_1,1997,female,Y075_079,2373.117446,Kadiogo
BFA-HUMD_2_1,1997,female,Y080_999,1472.119124,Kadiogo
BFA-HUMD_2_1,1997,male,Y000_004,86071.94918,Kadiogo
BFA-HUMD_2_1,1997,male,Y005_009,66469.52951,Kadiogo
BFA-HUMD_2_1,1997,male,Y010_014,65624.49825,Kadiogo
BFA-HUMD_2_1,1997,male,Y015_019,75959.70583,Kadiogo
BFA-HUMD_2_1,1997,male,Y020_024,87031.40476,Kadiogo
BFA-HUMD_2_1,1997,male,Y025_029,69707.39361,Kadiogo
BFA-HUMD_2_1,1997,male,Y030_034,53669.32413,Kadiogo
BFA-HUMD_2_1,1997,male,Y035_039,39331.56491,Kadiogo
BFA-HUMD_2_1,1997,male,Y040_044,28663.38994,Kadiogo
BFA-HUMD_2_1,1997,male,Y045_049,20502.57588,Kadiogo
BFA-HUMD_2_1,1997,male,Y050_054,15476.77676,Kadiogo
BFA-HUMD_2_1,1997,male,Y055_059,12049.25156,Kadiogo
BFA-HUMD_2_1,1997,male,Y060_064,7648.013877,Kadiogo
BFA-HUMD_2_1,1997,male,Y065_069,4717.036575,Kadiogo
BFA-HUMD_2_1,1997,male,Y070_074,2897.819122,Kadiogo
BFA-HUMD_2_1,1997,male,Y075_079,1437.327031,Kadiogo
BFA-HUMD_2_1,1997,male,Y080_999,698.551467,Kadiogo
BFA-HUMD_2_1,1998,female,Y000_004,81753.12072,Kadiogo
BFA-HUMD_2_1,1998,female,Y005_009,67657.27203,Kadiogo
BFA-HUMD_2_1,1998,female,Y010_014,75103.11253,Kadiogo
BFA-HUMD_2_1,1998,female,Y015_019,85440.59893,Kadiogo
BFA-HUMD_2_1,1998,female,Y020_024,73465.71006,Kadiogo
BFA-HUMD_2_1,1998,female,Y025_029,52814.72961,Kadiogo
BFA-HUMD_2_1,1998,female,Y030_034,39684.87262,Kadiogo
BFA-HUMD_2_1,1998,female,Y035_039,29767.87011,Kadiogo
BFA-HUMD_2_1,1998,female,Y040_044,23734.70617,Kadiogo
BFA-HUMD_2_1,1998,female,Y045_049,17588.3606,Kadiogo
BFA-HUMD_2_1,1998,female,Y050_054,13741.42372,Kadiogo
BFA-HUMD_2_1,1998,female,Y055_059,11468.46315,Kadiogo
BFA-HUMD_2_1,1998,female,Y060_064,8500.614931,Kadiogo
BFA-HUMD_2_1,1998,female,Y065_069,6278.497714,Kadiogo
BFA-HUMD_2_1,1998,female,Y070_074,4243.419828,Kadiogo
BFA-HUMD_2_1,1998,female,Y075_079,2373.117446,Kadiogo
BFA-HUMD_2_1,1998,female,Y080_999,1472.119124,Kadiogo
BFA-HUMD_2_1,1998,male,Y000_004,86071.94918,Kadiogo
BFA-HUMD_2_1,1998,male,Y005_009,66469.52951,Kadiogo
BFA-HUMD_2_1,1998,male,Y010_014,65624.49825,Kadiogo
BFA-HUMD_2_1,1998,male,Y015_019,75959.70583,Kadiogo
BFA-HUMD_2_1,1998,male,Y020_024,87031.40476,Kadiogo
BFA-HUMD_2_1,1998,male,Y025_029,69707.39361,Kadiogo
BFA-HUMD_2_1,1998,male,Y030_034,53669.32413,Kadiogo
BFA-HUMD_2_1,1998,male,Y035_039,39331.56491,Kadiogo
BFA-HUMD_2_1,1998,male,Y040_044,28663.38994,Kadiogo
BFA-HUMD_2_1,1998,male,Y045_049,20502.57588,Kadiogo
BFA-HUMD_2_1,1998,male,Y050_054,15476.77676,Kadiogo
BFA-HUMD_2_1,1998,male,Y055_059,12049.25156,Kadiogo
BFA-HUMD_2_1,1998,male,Y060_064,7648.013877,Kadiogo
BFA-HUMD_2_1,1998,male,Y065_069,4717.036575,Kadiogo
BFA-HUMD_2_1,1998,male,Y070_074,2897.819122,Kadiogo
BFA-HUMD_2_1,1998,male,Y075_079,1437.327031,Kadiogo
BFA-HUMD_2_1,1998,male,Y080_999,698.551467,Kadiogo
BFA-HUMD_2_1,1999,female,Y000_004,81753.12072,Kadiogo
BFA-HUMD_2_1,1999,female,Y005_009,67657.27203,Kadiogo
BFA-HUMD_2_1,1999,female,Y010_014,75103.11253,Kadiogo
BFA-HUMD_2_1,1999,female,Y015_019,85440.59893,Kadiogo
BFA-HUMD_2_1,1999,female,Y020_024,73465.71006,Kadiogo
BFA-HUMD_2_1,1999,female,Y025_029,52814.72961,Kadiogo
BFA-HUMD_2_1,1999,female,Y030_034,39684.87262,Kadiogo
BFA-HUMD_2_1,1999,female,Y035_039,29767.87011,Kadiogo
BFA-HUMD_2_1,1999,female,Y040_044,23734.70617,Kadiogo
BFA-HUMD_2_1,1999,female,Y045_049,17588.3606,Kadiogo
BFA-HUMD_2_1,1999,female,Y050_054,13741.42372,Kadiogo
BFA-HUMD_2_1,1999,female,Y055_059,11468.46315,Kadiogo
BFA-HUMD_2_1,1999,female,Y060_064,8500.614931,Kadiogo
BFA-HUMD_2_1,1999,female,Y065_069,6278.497714,Kadiogo
BFA-HUMD_2_1,1999,female,Y070_074,4243.419828,Kadiogo
BFA-HUMD_2_1,1999,female,Y075_079,2373.117446,Kadiogo
BFA-HUMD_2_1,1999,female,Y080_999,1472.119124,Kadiogo
BFA-HUMD_2_1,1999,male,Y000_004,86071.94918,Kadiogo
BFA-HUMD_2_1,1999,male,Y005_009,66469.52951,Kadiogo
BFA-HUMD_2_1,1999,male,Y010_014,65624.49825,Kadiogo
BFA-HUMD_2_1,1999,male,Y015_019,75959.70583,Kadiogo
BFA-HUMD_2_1,1999,male,Y020_024,87031.40476,Kadiogo
BFA-HUMD_2_1,1999,male,Y025_029,69707.39361,Kadiogo
BFA-HUMD_2_1,1999,male,Y030_034,53669.32413,Kadiogo
BFA-HUMD_2_1,1999,male,Y035_039,39331.56491,Kadiogo
BFA-HUMD_2_1,1999,male,Y040_044,28663.38994,Kadiogo
BFA-HUMD_2_1,1999,male,Y045_049,20502.57588,Kadiogo
BFA-HUMD_2_1,1999,male,Y050_054,15476.77676,Kadiogo
BFA-HUMD_2_1,1999,male,Y055_059,12049.25156,Kadiogo
BFA-HUMD_2_1,1999,male,Y060_064,7648.013877,Kadiogo
BFA-HUMD_2_1,1999,male,Y065_069,4717.036575,Kadiogo
BFA-HUMD_2_1,1999,male,Y070_074,2897.819122,Kadiogo
BFA-HUMD_2_1,1999,male,Y075_079,1437.327031,Kadiogo
BFA-HUMD_2_1,1999,male,Y080_999,698.551467,Kadiogo
BFA-HUMD_2_1,2000,female,Y000_004,81753.12072,Kadiogo
BFA-HUMD_2_1,2000,female,Y005_009,67657.27203,Kadiogo
BFA-HUMD_2_1,2000,female,Y010_014,75103.11253,Kadiogo
BFA-HUMD_2_1,2000,female,Y015_019,85440.59893,Kadiogo
BFA-HUMD_2_1,2000,female,Y020_024,73465.71006,Kadiogo
BFA-HUMD_2_1,2000,female,Y025_029,52814.72961,Kadiogo
BFA-HUMD_2_1,2000,female,Y030_034,39684.87262,Kadiogo
BFA-HUMD_2_1,2000,female,Y035_039,29767.87011,Kadiogo
BFA-HUMD_2_1,2000,female,Y040_044,23734.70617,Kadiogo
BFA-HUMD_2_1,2000,female,Y045_049,17588.3606,Kadiogo
BFA-HUMD_2_1,2000,female,Y050_054,13741.42372,Kadiogo
BFA-HUMD_2_1,2000,female,Y055_059,11468.46315,Kadiogo
BFA-HUMD_2_1,2000,female,Y060_064,8500.614931,Kadiogo
BFA-HUMD_2_1,2000,female,Y065_069,6278.497714,Kadiogo
BFA-HUMD_2_1,2000,female,Y070_074,4243.419828,Kadiogo
BFA-HUMD_2_1,2000,female,Y075_079,2373.117446,Kadiogo
BFA-HUMD_2_1,2000,female,Y080_999,1472.119124,Kadiogo
BFA-HUMD_2_1,2000,male,Y000_004,86071.94918,Kadiogo
BFA-HUMD_2_1,2000,male,Y005_009,66469.52951,Kadiogo
BFA-HUMD_2_1,2000,male,Y010_014,65624.49825,Kadiogo
BFA-HUMD_2_1,2000,male,Y015_019,75959.70583,Kadiogo
BFA-HUMD_2_1,2000,male,Y020_024,87031.40476,Kadiogo
BFA-HUMD_2_1,2000,male,Y025_029,69707.39361,Kadiogo
BFA-HUMD_2_1,2000,male,Y030_034,53669.32413,Kadiogo
BFA-HUMD_2_1,2000,male,Y035_039,39331.56491,Kadiogo
BFA-HUMD_2_1,2000,male,Y040_044,28663.38994,Kadiogo
BFA-HUMD_2_1,2000,male,Y045_049,20502.57588,Kadiogo
BFA-HUMD_2_1,2000,male,Y050_054,15476.77676,Kadiogo
BFA-HUMD_2_1,2000,male,Y055_059,12049.25156,Kadiogo
BFA-HUMD_2_1,2000,male,Y060_064,7648.013877,Kadiogo
BFA-HUMD_2_1,2000,male,Y065_069,4717.036575,Kadiogo
BFA-HUMD_2_1,2000,male,Y070_074,2897.819122,Kadiogo
BFA-HUMD_2_1,2000,male,Y075_079,1437.327031,Kadiogo
BFA-HUMD_2_1,2000,male,Y080_999,698.551467,Kadiogo
BFA-HUMD_2_1,2001,female,Y000_004,86545.35584,Kadiogo
BFA-HUMD_2_1,2001,female,Y005_009,71570.73232,Kadiogo
BFA-HUMD_2_1,2001,female,Y010_014,79020.26608,Kadiogo
BFA-HUMD_2_1,2001,female,Y015_019,90375.43574,Kadiogo
BFA-HUMD_2_1,2001,female,Y020_024,78446.17014,Kadiogo
BFA-HUMD_2_1,2001,female,Y025_029,56857.18308,Kadiogo
BFA-HUMD_2_1,2001,female,Y030_034,42233.37053,Kadiogo
BFA-HUMD_2_1,2001,female,Y035_039,31580.83119,Kadiogo
BFA-HUMD_2_1,2001,female,Y040_044,25231.8783,Kadiogo
BFA-HUMD_2_1,2001,female,Y045_049,18762.99642,Kadiogo
BFA-HUMD_2_1,2001,female,Y050_054,14478.423,Kadiogo
BFA-HUMD_2_1,2001,female,Y055_059,11954.9132,Kadiogo
BFA-HUMD_2_1,2001,female,Y060_064,9002.619652,Kadiogo
BFA-HUMD_2_1,2001,female,Y065_069,6623.540896,Kadiogo
BFA-HUMD_2_1,2001,female,Y070_074,4444.923123,Kadiogo
BFA-HUMD_2_1,2001,female,Y075_079,2487.608197,Kadiogo
BFA-HUMD_2_1,2001,female,Y080_999,1556.859918,Kadiogo
BFA-HUMD_2_1,2001,male,Y000_004,91140.09361,Kadiogo
BFA-HUMD_2_1,2001,male,Y005_009,70343.72488,Kadiogo
BFA-HUMD_2_1,2001,male,Y010_014,69078.60271,Kadiogo
BFA-HUMD_2_1,2001,male,Y015_019,80455.45474,Kadiogo
BFA-HUMD_2_1,2001,male,Y020_024,93257.37131,Kadiogo
BFA-HUMD_2_1,2001,male,Y025_029,75550.75621,Kadiogo
BFA-HUMD_2_1,2001,male,Y030_034,57497.2082,Kadiogo
BFA-HUMD_2_1,2001,male,Y035_039,41898.59285,Kadiogo
BFA-HUMD_2_1,2001,male,Y040_044,30621.46231,Kadiogo
BFA-HUMD_2_1,2001,male,Y045_049,22056.55105,Kadiogo
BFA-HUMD_2_1,2001,male,Y050_054,16305.46182,Kadiogo
BFA-HUMD_2_1,2001,male,Y055_059,12484.55712,Kadiogo
BFA-HUMD_2_1,2001,male,Y060_064,8133.836569,Kadiogo
BFA-HUMD_2_1,2001,male,Y065_069,4981.711292,Kadiogo
BFA-HUMD_2_1,2001,male,Y070_074,3014.828997,Kadiogo
BFA-HUMD_2_1,2001,male,Y075_079,1489.083605,Kadiogo
BFA-HUMD_2_1,2001,male,Y080_999,733.7565032,Kadiogo
BFA-HUMD_2_1,2002,female,Y000_004,91618.504,Kadiogo
BFA-HUMD_2_1,2002,female,Y005_009,75710.55662,Kadiogo
BFA-HUMD_2_1,2002,female,Y010_014,83141.72664,Kadiogo
BFA-HUMD_2_1,2002,female,Y015_019,95595.29646,Kadiogo
BFA-HUMD_2_1,2002,female,Y020_024,83764.2705,Kadiogo
BFA-HUMD_2_1,2002,female,Y025_029,61209.04702,Kadiogo
BFA-HUMD_2_1,2002,female,Y030_034,44945.52882,Kadiogo
BFA-HUMD_2_1,2002,female,Y035_039,33504.20757,Kadiogo
BFA-HUMD_2_1,2002,female,Y040_044,26823.49121,Kadiogo
BFA-HUMD_2_1,2002,female,Y045_049,20016.08009,Kadiogo
BFA-HUMD_2_1,2002,female,Y050_054,15254.95007,Kadiogo
BFA-HUMD_2_1,2002,female,Y055_059,12461.99668,Kadiogo
BFA-HUMD_2_1,2002,female,Y060_064,9534.270316,Kadiogo
BFA-HUMD_2_1,2002,female,Y065_069,6987.546385,Kadiogo
BFA-HUMD_2_1,2002,female,Y070_074,4655.995015,Kadiogo
BFA-HUMD_2_1,2002,female,Y075_079,2607.62254,Kadiogo
BFA-HUMD_2_1,2002,female,Y080_999,1646.478716,Kadiogo
BFA-HUMD_2_1,2002,male,Y000_004,96506.6638,Kadiogo
BFA-HUMD_2_1,2002,male,Y005_009,74443.72883,Kadiogo
BFA-HUMD_2_1,2002,male,Y010_014,72714.51181,Kadiogo
BFA-HUMD_2_1,2002,male,Y015_019,85217.28892,Kadiogo
BFA-HUMD_2_1,2002,male,Y020_024,99928.7249,Kadiogo
BFA-HUMD_2_1,2002,male,Y025_029,81883.95044,Kadiogo
BFA-HUMD_2_1,2002,male,Y030_034,61598.11036,Kadiogo
BFA-HUMD_2_1,2002,male,Y035_039,44633.16134,Kadiogo
BFA-HUMD_2_1,2002,male,Y040_044,32713.2958,Kadiogo
BFA-HUMD_2_1,2002,male,Y045_049,23728.30842,Kadiogo
BFA-HUMD_2_1,2002,male,Y050_054,17178.51782,Kadiogo
BFA-HUMD_2_1,2002,male,Y055_059,12935.58905,Kadiogo
BFA-HUMD_2_1,2002,male,Y060_064,8650.520042,Kadiogo
BFA-HUMD_2_1,2002,male,Y065_069,5261.237008,Kadiogo
BFA-HUMD_2_1,2002,male,Y070_074,3136.563566,Kadiogo
BFA-HUMD_2_1,2002,male,Y075_079,1542.703876,Kadiogo
BFA-HUMD_2_1,2002,male,Y080_999,770.7357746,Kadiogo
BFA-HUMD_2_1,2003,female,Y000_004,96989.03186,Kadiogo
BFA-HUMD_2_1,2003,female,Y005_009,80089.83837,Kadiogo
BFA-HUMD_2_1,2003,female,Y010_014,87478.15024,Kadiogo
BFA-HUMD_2_1,2003,female,Y015_019,101116.6434,Kadiogo
BFA-HUMD_2_1,2003,female,Y020_024,89442.90077,Kadiogo
BFA-HUMD_2_1,2003,female,Y025_029,65894.00378,Kadiogo
BFA-HUMD_2_1,2003,female,Y030_034,47831.85749,Kadiogo
BFA-HUMD_2_1,2003,female,Y035_039,35544.72388,Kadiogo
BFA-HUMD_2_1,2003,female,Y040_044,28515.50219,Kadiogo
BFA-HUMD_2_1,2003,female,Y045_049,21352.85075,Kadiogo
BFA-HUMD_2_1,2003,female,Y050_054,16073.12492,Kadiogo
BFA-HUMD_2_1,2003,female,Y055_059,12990.58877,Kadiogo
BFA-HUMD_2_1,2003,female,Y060_064,10097.31767,Kadiogo
BFA-HUMD_2_1,2003,female,Y065_069,7371.556278,Kadiogo
BFA-HUMD_2_1,2003,female,Y070_074,4877.08988,Kadiogo
BFA-HUMD_2_1,2003,female,Y075_079,2733.426959,Kadiogo
BFA-HUMD_2_1,2003,female,Y080_999,1741.256313,Kadiogo
BFA-HUMD_2_1,2003,male,Y000_004,102189.2319,Kadiogo
BFA-HUMD_2_1,2003,male,Y005_009,78782.70268,Kadiogo
BFA-HUMD_2_1,2003,male,Y010_014,76541.79471,Kadiogo
BFA-HUMD_2_1,2003,male,Y015_019,90260.95687,Kadiogo
BFA-HUMD_2_1,2003,male,Y020_024,107077.3272,Kadiogo
BFA-HUMD_2_1,2003,male,Y025_029,88748.03743,Kadiogo
BFA-HUMD_2_1,2003,male,Y030_034,65991.50322,Kadiogo
BFA-HUMD_2_1,2003,male,Y035_039,47546.20516,Kadiogo
BFA-HUMD_2_1,2003,male,Y040_044,34948.028,Kadiogo
BFA-HUMD_2_1,2003,male,Y045_049,25526.77522,Kadiogo
BFA-HUMD_2_1,2003,male,Y050_054,18098.32052,Kadiogo
BFA-HUMD_2_1,2003,male,Y055_059,13402.91549,Kadiogo
BFA-HUMD_2_1,2003,male,Y060_064,9200.024658,Kadiogo
BFA-HUMD_2_1,2003,male,Y065_069,5556.447018,Kadiogo
BFA-HUMD_2_1,2003,male,Y070_074,3263.213607,Kadiogo
BFA-HUMD_2_1,2003,male,Y075_079,1598.254955,Kadiogo
BFA-HUMD_2_1,2003,male,Y080_999,809.5786976,Kadiogo
BFA-HUMD_2_1,2004,female,Y000_004,102674.3713,Kadiogo
BFA-HUMD_2_1,2004,female,Y005_009,84722.42838,Kadiogo
BFA-HUMD_2_1,2004,female,Y010_014,92040.74872,Kadiogo
BFA-HUMD_2_1,2004,female,Y015_019,106956.8896,Kadiogo
BFA-HUMD_2_1,2004,female,Y020_024,95506.50237,Kadiogo
BFA-HUMD_2_1,2004,female,Y025_029,70937.54838,Kadiogo
BFA-HUMD_2_1,2004,female,Y030_034,50903.5415,Kadiogo
BFA-HUMD_2_1,2004,female,Y035_039,37709.51435,Kadiogo
BFA-HUMD_2_1,2004,female,Y040_044,30314.24428,Kadiogo
BFA-HUMD_2_1,2004,female,Y045_049,22778.89743,Kadiogo
BFA-HUMD_2_1,2004,female,Y050_054,16935.18128,Kadiogo
BFA-HUMD_2_1,2004,female,Y055_059,13541.6018,Kadiogo
BFA-HUMD_2_1,2004,female,Y060_064,10693.61584,Kadiogo
BFA-HUMD_2_1,2004,female,Y065_069,7776.669946,Kadiogo
BFA-HUMD_2_1,2004,female,Y070_074,5108.683669,Kadiogo
BFA-HUMD_2_1,2004,female,Y075_079,2865.300797,Kadiogo
BFA-HUMD_2_1,2004,female,Y080_999,1841.489671,Kadiogo
BFA-HUMD_2_1,2004,male,Y000_004,108206.4046,Kadiogo
BFA-HUMD_2_1,2004,male,Y005_009,83374.57484,Kadiogo
BFA-HUMD_2_1,2004,male,Y010_014,80570.52426,Kadiogo
BFA-HUMD_2_1,2004,male,Y015_019,95603.13921,Kadiogo
BFA-HUMD_2_1,2004,male,Y020_024,114737.3191,Kadiogo
BFA-HUMD_2_1,2004,male,Y025_029,96187.52033,Kadiogo
BFA-HUMD_2_1,2004,male,Y030_034,70698.24824,Kadiogo
BFA-HUMD_2_1,2004,male,Y035_039,50649.37273,Kadiogo
BFA-HUMD_2_1,2004,male,Y040_044,37335.4207,Kadiogo
BFA-HUMD_2_1,2004,male,Y045_049,27461.55526,Kadiogo
BFA-HUMD_2_1,2004,male,Y050_054,19067.37294,Kadiogo
BFA-HUMD_2_1,2004,male,Y055_059,13887.12513,Kadiogo
BFA-HUMD_2_1,2004,male,Y060_064,9784.435305,Kadiogo
BFA-HUMD_2_1,2004,male,Y065_069,5868.221374,Kadiogo
BFA-HUMD_2_1,2004,male,Y070_074,3394.977599,Kadiogo
BFA-HUMD_2_1,2004,male,Y075_079,1655.806367,Kadiogo
BFA-HUMD_2_1,2004,male,Y080_999,850.3791951,Kadiogo
BFA-HUMD_2_1,2005,female,Y000_004,108692.9762,Kadiogo
BFA-HUMD_2_1,2005,female,Y005_009,89622.9786,Kadiogo
BFA-HUMD_2_1,2005,female,Y010_014,96841.31868,Kadiogo
BFA-HUMD_2_1,2005,female,Y015_019,113134.4539,Kadiogo
BFA-HUMD_2_1,2005,female,Y020_024,101981.1736,Kadiogo
BFA-HUMD_2_1,2005,female,Y025_029,76367.12723,Kadiogo
BFA-HUMD_2_1,2005,female,Y030_034,54172.48405,Kadiogo
BFA-HUMD_2_1,2005,female,Y035_039,40006.14766,Kadiogo
BFA-HUMD_2_1,2005,female,Y040_044,32226.45003,Kadiogo
BFA-HUMD_2_1,2005,female,Y045_049,24300.1824,Kadiogo
BFA-HUMD_2_1,2005,female,Y050_054,17843.47264,Kadiogo
BFA-HUMD_2_1,2005,female,Y055_059,14115.98678,Kadiogo
BFA-HUMD_2_1,2005,female,Y060_064,11325.12846,Kadiogo
BFA-HUMD_2_1,2005,female,Y065_069,8204.047173,Kadiogo
BFA-HUMD_2_1,2005,female,Y070_074,5351.274935,Kadiogo
BFA-HUMD_2_1,2005,female,Y075_079,3003.536872,Kadiogo
BFA-HUMD_2_1,2005,female,Y080_999,1947.492843,Kadiogo
BFA-HUMD_2_1,2005,male,Y000_004,114577.8844,Kadiogo
BFA-HUMD_2_1,2005,male,Y005_009,88234.08558,Kadiogo
BFA-HUMD_2_1,2005,male,Y010_014,84811.30347,Kadiogo
BFA-HUMD_2_1,2005,male,Y015_019,101261.5038,Kadiogo
BFA-HUMD_2_1,2005,male,Y020_024,122945.284,Kadiogo
BFA-HUMD_2_1,2005,male,Y025_029,104250.6329,Kadiogo
BFA-HUMD_2_1,2005,male,Y030_034,75740.69479,Kadiogo
BFA-HUMD_2_1,2005,male,Y035_039,53955.07275,Kadiogo
BFA-HUMD_2_1,2005,male,Y040_044,39885.90254,Kadiogo
BFA-HUMD_2_1,2005,male,Y045_049,29542.9803,Kadiogo
BFA-HUMD_2_1,2005,male,Y050_054,20088.31208,Kadiogo
BFA-HUMD_2_1,2005,male,Y055_059,14388.82789,Kadiogo
BFA-HUMD_2_1,2005,male,Y060_064,10405.96931,Kadiogo
BFA-HUMD_2_1,2005,male,Y065_069,6197.489508,Kadiogo
BFA-HUMD_2_1,2005,male,Y070_074,3532.062036,Kadiogo
BFA-HUMD_2_1,2005,male,Y075_079,1715.430143,Kadiogo
BFA-HUMD_2_1,2005,male,Y080_999,893.2359233,Kadiogo
BFA-HUMD_2_1,2006,female,Y000_004,115828.3548,Kadiogo
BFA-HUMD_2_1,2006,female,Y005_009,95315.16712,Kadiogo
BFA-HUMD_2_1,2006,female,Y010_014,102588.8012,Kadiogo
BFA-HUMD_2_1,2006,female,Y015_019,118949.8601,Kadiogo
