area_id,year,sex,age_group,population
GMB,2010,female,Y030_034,63161.00000000005
GMB,2010,female,Y035_039,53369
GMB,2010,female,Y040_044,43649.99999999996
GMB,2010,female,Y045_049,33454
GMB,2010,female,Y050_054,23106.99999999999
GMB,2010,female,Y055_059,15507.00000000001
GMB,2010,female,Y060_064,12466.000000000002
GMB,2010,female,Y065_069,10996.000000000007
GMB,2010,female,Y070_074,8056.0000000000055
GMB,2010,female,Y075_079,5576.000000000003
GMB,2010,female,Y080_999,5137.000000000002
GMB,2010,male,Y000_004,178360.99999999985
GMB,2010,male,Y005_009,146349.99999999988
GMB,2010,male,Y010_014,122602.00000000003
GMB,2010,male,Y015_019,103439.99999999996
GMB,2010,male,Y020_024,85591.99999999999
GMB,2010,male,Y025_029,70453.99999999994
GMB,2010,male,Y030_034,58150.999999999985
GMB,2010,male,Y035_039,48007.99999999996
GMB,2010,male,Y040_044,39176.99999999996
GMB,2010,male,Y045_049,30829.99999999998
GMB,2010,male,Y050_054,22107.99999999999
GMB,2010,male,Y055_059,15222.000000000002
GMB,2010,male,Y060_064,12343.99999999999
GMB,2010,male,Y065_069,10237.000000000004
GMB,2010,male,Y070_074,7103.000000000002
GMB,2010,male,Y075_079,4685.000000000004
GMB,2010,male,Y080_999,3901.999999999999
GMB,2011,female,Y000_004,178420.20907744823
GMB,2011,female,Y005_009,148583.3538807374
GMB,2011,female,Y010_014,124532.68274338516
GMB,2011,female,Y015_019,106029.28484038985
GMB,2011,female,Y020_024,90114.76500352047
GMB,2011,female,Y025_029,76461.2687589605
GMB,2011,female,Y030_034,64827.14665011107
GMB,2011,female,Y035_039,54814.72242575538
GMB,2011,female,Y040_044,45106.15103473003
GMB,2011,female,Y045_049,35001.62997130109
GMB,2011,female,Y050_054,24650.07879767536
GMB,2011,female,Y055_059,16591.060135565604
GMB,2011,female,Y060_064,12803.431518205061
GMB,2011,female,Y065_069,10981.562135611477
GMB,2011,female,Y070_074,8228.456603227694
GMB,2011,female,Y075_079,5618.739762375346
GMB,2011,female,Y080_999,5149.142461248386
GMB,2011,male,Y000_004,182312.39996922555
GMB,2011,male,Y005_009,151309.65780152645
GMB,2011,male,Y010_014,126665.3802217087
GMB,2011,male,Y015_019,106680.8595702887
GMB,2011,male,Y020_024,88383.13051423311
GMB,2011,male,Y025_029,72711.42881300223
GMB,2011,male,Y030_034,59970.34066559773
GMB,2011,male,Y035_039,49505.427467220296
GMB,2011,male,Y040_044,40474.028248883376
GMB,2011,male,Y045_049,32050.81133007563
GMB,2011,male,Y050_054,23363.476912814782
GMB,2011,male,Y055_059,16160.828636925105
GMB,2011,male,Y060_064,12614.850400167234
GMB,2011,male,Y065_069,10308.397123030107
GMB,2011,male,Y070_074,7299.968813151349
GMB,2011,male,Y075_079,4738.561241364877
GMB,2011,male,Y080_999,3916.885986885208
GMB,2012,female,Y000_004,182309.3853141233
GMB,2012,female,Y005_009,153596.31715842042
GMB,2012,female,Y010_014,128580.8134453011
GMB,2012,female,Y015_019,109070.36026665129
GMB,2012,female,Y020_024,92579.1289119398
GMB,2012,female,Y025_029,78484.70425869216
GMB,2012,female,Y030_034,66537.24517969954
GMB,2012,female,Y035_039,56299.60828594521
GMB,2012,female,Y040_044,46610.87883546121
GMB,2012,female,Y045_049,36620.85552244522
GMB,2012,female,Y050_054,26296.203952551372
GMB,2012,female,Y055_059,17750.904521954857
GMB,2012,female,Y060_064,13149.996682285133
GMB,2012,female,Y065_069,10967.143228291707
GMB,2012,female,Y070_074,8404.605023734037
GMB,2012,female,Y075_079,5661.807122901318
GMB,2012,female,Y080_999,5161.313623949977
GMB,2012,male,Y000_004,186351.33904014275
GMB,2012,male,Y005_009,156437.3935361466
GMB,2012,male,Y010_014,130863.43246203188
GMB,2012,male,Y015_019,110023.25791430475
GMB,2012,male,Y020_024,91265.27899214823
GMB,2012,male,Y025_029,75041.1882934723
GMB,2012,male,Y030_034,61846.60211428611
GMB,2012,male,Y035_039,51049.56150458698
GMB,2012,male,Y040_044,41813.99705672737
GMB,2012,male,Y045_049,33319.96454479743
GMB,2012,male,Y050_054,24690.250292004235
GMB,2012,male,Y055_059,17157.560257000296
GMB,2012,male,Y060_064,12891.643763658418
GMB,2012,male,Y065_069,10380.292199481813
GMB,2012,male,Y070_074,7502.399644232339
GMB,2012,male,Y075_079,4792.734821380035
