iso3,year,kp,is_national,population_proportion
GIN,2012,FSW,1,0.003317006055068472
GIN,2017,FSW,1,0.004861584801033633
GIN,2013,MSM,1,6.498000443551643e-4
GIN,2017,MSM,1,2.9964009530452306e-4
GIN,2017,PWID,0,0.0016551057476521943
NAM,2012,FSW,0,0.03175169913306395
NAM,2012,FSW,0,0.026295737899412874
NAM,2013,FSW,0,0.16224689507999557
NAM,2013,FSW,0,0.025079367037132393
NAM,2013,FSW,0,0.025468136352606894
NAM,2013,FSW,0,0.07448034403909766
NAM,2013,FSW,0,0.027901760027672865
NAM,2013,FSW,0,0.025079367037132393
NAM,2013,FSW,1,0.015713525773008004
NAM,2014,FSW,1,0.01343466838677175
NAM,2014,FSW,0,0.024665302044776273
NAM,2014,FSW,0,0.023979634928266883
NAM,2014,FSW,0,0.030710573065608582
NAM,2014,FSW,0,0.16080101903550564
NAM,2012,MSM,0,0.014207068506355523
NAM,2012,MSM,0,0.02002894788730327
NAM,2013,MSM,0,0.039717500523488665
NAM,2013,MSM,0,0.01980851131603559
NAM,2013,MSM,0,0.01935699966195958
NAM,2013,MSM,0,0.01980851131603559
NAM,2013,MSM,0,0.01358165735809766
NAM,2013,MSM,1,0.025745619172336993
NAM,2014,MSM,1,0.011311074599510326
NAM,2014,MSM,0,0.018706691675837633
NAM,2014,MSM,0,0.0390006487438338
NAM,2014,MSM,0,0.01953313656606254
NAM,2014,MSM,0,0.012982623563710207
NER,2004,FSW,0,0.05530240832471803
NER,2012,FSW,1,0.00761064782010328
NER,2014,FSW,1,0.009846961384749105
NER,2016,FSW,1,0.010725479201072155
NER,2017,FSW,1,0.010527338035271724
NER,2018,FSW,1,0.01013667392710137
NER,2019,FSW,1,0.010413517500094024
NER,2012,MSM,1,0.003048894292098291
NER,2015,MSM,1,0.0027707594824913978
NER,2016,MSM,1,0.002817193742165032
NER,2017,MSM,1,0.002786196868303652
NER,2018,MSM,1,0.0026005976574763287
RWA,2010,FSW,1,0.0012708798017348206
RWA,2010,FSW,1,0.0013275836431226769
RWA,2010,FSW,1,8.933828996282529e-4
RWA,2010,FSW,0,0.009673898952547262
RWA,2011,FSW,1,0.011623244954862767
RWA,2011,FSW,1,0.0047655304314937344
RWA,2012,FSW,1,0.004645423628015901
RWA,2012,FSW,1,0.004540241369619711
RWA,2018,FSW,1,0.004407730561994939
RWA,2011,MSM,1,0.002022382216915297
RWA,2012,MSM,1,0.0019763695343851047
RWA,2011,PWID,1,1.978878758052928e-4
SEN,2012,FSW,0,0.004935849384437805
SEN,2015,FSW,0,0.011251558283861
SEN,2015,FSW,0,0.008833165799255886
SEN,2015,FSW,0,0.016499156567541643
SEN,2016,FSW,1,0.005658740966480082
SEN,2018,FSW,1,0.005655435313847031
SEN,2012,MSM,1,0.0032876949412729275
SEN,2012,MSM,0,0.001750628977728194
SEN,2015,MSM,0,0.005170770748696242
SEN,2015,MSM,0,0.004470358549820953
SEN,2015,MSM,0,0.015732275158012378
SEN,2016,MSM,1,0.0027486234564120787
SEN,2019,MSM,1,0.013672125498870648
SEN,2011,PWID,0,8.032876509632248e-4
SEN,2011,PWID,0,7.88726545507698e-4
SEN,2015,PWID,0,7.157328003357577e-4
SEN,2016,PWID,1,4.249748577333789e-4
SEN,2018,PWID,1,0.00041329004346077417
TZA,2011,FSW,0,0.012346618335236207
TZA,2013,FSW,0,0.012838059056795848
TZA,2013,FSW,0,0.017242527751733988
TZA,2013,FSW,0,0.0049360345024128975
TZA,2013,FSW,0,0.01352588438746139
TZA,2013,FSW,0,0.007966672301263121
TZA,2013,FSW,0,0.010722546014902199
TZA,2014,FSW,1,0.013352965165295437
TZA,2014,FSW,0,0.013772150587445346
TZA,2019,FSW,0,0.013254751582652533
TZA,2011,MSM,0,0.007050395029664375
TZA,2014,MSM,1,0.004258549041047928
TZA,2014,MSM,0,0.004323454439339704
TZA,2019,MSM,0,0.008264802030984017
TZA,2011,PWID,0,0.004788401241137566
TZA,2014,PWID,1,0.0012868770303907132
TZA,2014,PWID,0,0.0013261746630671637
TZA,2015,PWID,0,4.5539373292224314e-4
TZA,2015,PWID,0,5.7523418895441234e-5
TZA,2015,PWID,0,3.542932594545433e-5
TZA,2015,PWID,0,1.8078954527804116e-4
TZA,2015,PWID,0,5.6819571373098655e-5
TZA,2015,PWID,0,2.5796278167591403e-4
TZA,2015,PWID,0,2.4076526289751974e-5
TZA,2015,PWID,0,2.1532938635749886e-4
TZA,2015,PWID,0,3.0643028058567146e-5
TZA,2015,PWID,0,9.72245018559531e-5
TZA,2015,PWID,0,3.2084085612464525e-5
TZA,2015,PWID,0,5.8000991433728965e-5
TZA,2015,PWID,0,9.491071325519285e-6
TZA,2015,PWID,0,9.399905161965346e-5
TZA,2015,PWID,0,3.1724679921633044e-5
TZA,2015,PWID,0,3.255914636361976e-5
TZA,2019,PWID,0,0.003177306570491746
UGA,2012,FSW,1,0.010077391216794292
UGA,2015,FSW,1,0.02570961284276279
UGA,2017,FSW,0,0.02877925743516672
UGA,2017,FSW,0,0.004869407647407477
UGA,2017,FSW,0,0.006570931510360415
UGA,2017,FSW,0,0.0012057597254866708
UGA,2017,FSW,0,0.018274279274548187
UGA,2017,FSW,0,0.01784973085866789
UGA,2017,FSW,0,0.004925547479302934
UGA,2017,FSW,0,0.0020494364326172918
UGA,2017,FSW,0,0.010804388974693014
UGA,2017,FSW,0,0.0038289220112372765
UGA,2017,FSW,0,0.006063112543060021
UGA,2017,FSW,0,0.005994414042912812
UGA,2017,FSW,1,0.023808669015880666
UGA,2019,FSW,1,0.012386720081023763
UGA,2019,FSW,1,0.012420926484939821
UGA,2012,MSM,0,0.017805694847518837
UGA,2012,MSM,1,0.02345182763932184
UGA,2017,MSM,0,0.0038801349560516987
UGA,2017,MSM,0,0.001694531224167256
UGA,2017,MSM,0,0.021063686267686677
UGA,2017,MSM,0,0.0027526680612774807
UGA,2017,MSM,0,0.008996526221069825
UGA,2017,MSM,0,5.568774304314354e-4
UGA,2017,MSM,0,0.0028468446485024374
UGA,2017,MSM,0,0.0022723407045469363
UGA,2017,MSM,1,0.004925935842971593
UGA,2019,MSM,1,0.0022717517076048894
UGA,2012,PWID,1,0.020073419390596762
UGA,2016,PWID,0,6.092840840470576e-4
UGA,2017,PWID,0,0.003658358996892995
UGA,2017,PWID,1,9.576675420334647e-4
UGA,2019,PWID,1,3.6148498601185395e-4
UGA,2019,PWID,1,3.5933561582475644e-4
ZMB,1997,FSW,0,0.025262353145228768
ZMB,2000,FSW,0,0.011360211744117195
ZMB,2014,FSW,0,0.011598542656712965
ZMB,2015,FSW,0,0.03472305162129264
ZMB,2015,FSW,0,0.025835579002825265
ZMB,2015,FSW,0,0.03980489592752205
ZMB,2015,FSW,0,0.011906343704504796
ZMB,2015,FSW,0,0.009099389520381418
ZMB,2015,FSW,0,0.009499073379344594
ZMB,2015,FSW,0,0.049072910803185196
ZMB,2015,FSW,0,0.03777446626139335
ZMB,2015,FSW,0,0.05440736373111417
ZMB,2015,FSW,0,0.02052900382864049
ZMB,2015,FSW,0,0.017787945463634245
ZMB,2015,FSW,0,0.01688467183532318
ZMB,2015,FSW,0,0.005925817250106041
ZMB,2015,FSW,0,0.06595205300131715
ZMB,2015,FSW,0,0.01440782123245356
ZMB,2015,FSW,0,0.0268798483628209
ZMB,2016,FSW,0,0.006153400692803689
ZMB,2016,FSW,0,0.018672320427331874
ZMB,2016,FSW,0,0.014236748557507777
ZMB,2016,FSW,0,0.0172600562770892
ZMB,2016,FSW,0,0.01696527764502346
ZMB,2016,FSW,0,0.014754753192432402
ZMB,2016,FSW,0,0.016444656918259193
ZMB,2016,FSW,0,0.005755528539195097
ZMB,2016,FSW,0,0.06408974201720677
ZMB,2016,FSW,0,0.013958551223702055
ZMB,2016,FSW,0,0.025831773414697688
ZMB,2016,FSW,0,0.012617810591285816
ZMB,2016,FSW,0,0.009793487046035288
ZMB,2016,FSW,0,0.004027456848307903
ZMB,2019,FSW,1,0.030742344841899267
ZMB,2014,MSM,0,0.002075949171022776
ZMB,2015,MSM,0,0.005907515793700728
ZMB,2015,MSM,0,0.0059296689779271055
ZMB,2015,MSM,0,0.003080314512648003
ZMB,2015,MSM,0,0.035946195814276806
ZMB,2015,MSM,0,0.0035146604003512085
ZMB,2015,MSM,0,0.011913397443536826
ZMB,2016,MSM,0,0.006591581313881055
ZMB,2016,MSM,0,0.005554081698443213
ZMB,2016,MSM,0,0.005829237637249922
ZMB,2016,MSM,0,0.021875642177715388
ZMB,2016,MSM,0,0.006431499979679914
ZMB,2016,MSM,0,0.007902819968999872
ZMB,2019,MSM,1,0.016054526920182197
ZMB,2016,PWID,0,0.0014167263748143624
ZMB,2016,PWID,0,0.010678613596538497
ZMB,2016,PWID,0,0.0027293242554036587
ZMB,2016,PWID,1,2.991414819614626e-4
ZMB,2019,PWID,1,0.003128020659225184
ZAF,2013,FSW,0,0.0010135647282867965
ZAF,2013,FSW,0,0.0038119686275759376
ZAF,2013,FSW,0,0.002539522155114101
ZAF,2013,FSW,1,0.009304120988769411
ZAF,2013,FSW,0,0.00901190904723638
ZAF,2013,FSW,0,0.007860215419610505
ZAF,2013,FSW,0,0.01598554568720526
ZAF,2013,FSW,0,0.01335203975730273
ZAF,2013,FSW,0,0.007786232007205181
ZAF,2013,FSW,0,0.014882918261484399
ZAF,2013,FSW,0,0.007776940380622004
ZAF,2013,FSW,0,0.012268157572336012
ZAF,2013,FSW,0,NA
ZAF,2013,FSW,1,0.017744216908856886
ZAF,2013,FSW,0,0.0029302178712855014
ZAF,2013,FSW,0,0.00916918604406731
ZAF,2013,FSW,0,0.002663254632958465
ZAF,2013,FSW,0,0.0022124684748992844
ZAF,2013,FSW,0,0.002575930746940728
ZAF,2013,FSW,0,0.0014485139679296822
ZAF,2013,FSW,0,0.002821484163274992
ZAF,2013,FSW,0,0.01623472059679211
ZAF,2013,FSW,0,0.03208093933613393
ZAF,2013,FSW,0,0.006347343023241319
ZAF,2013,FSW,0,6.284807419587356e-4
ZAF,2013,FSW,0,0.0026772704491256536
ZAF,2013,FSW,0,NA
ZAF,2014,FSW,0,0.0018677624974598433
ZAF,2014,FSW,0,0.0024813997615496797
ZAF,2014,FSW,0,0.003786172336126077
ZAF,2014,FSW,0,0.00102626270916506
ZAF,2017,FSW,1,0.007242774420935161
ZAF,2017,FSW,0,0.007855338633534758
ZAF,2018,FSW,0,0.004428642820642176
ZAF,2018,FSW,0,0.0023341558142895118
ZAF,2018,FSW,0,0.003698219513745051
ZAF,2018,FSW,0,0.0011238184660388936
ZAF,2016,MSM,0,0.005180891054261478
ZAF,2016,MSM,0,0.010812090040631953
ZAF,2016,MSM,0,0.008589744571558222
ZAF,2016,MSM,0,0.012179193022163587
ZAF,2016,MSM,0,0.0029250572371036644
ZAF,2017,MSM,1,0.019168399086298617
ZAF,2017,MSM,0,0.01659290474075245
ZAF,2015,PWID,1,0.0010828019071984934
ZAF,2015,PWID,1,0.0014051841055749282
ZAF,2017,PWID,0,1.6167191433670886e-4
ZAF,2017,PWID,0,9.545436715361676e-4
ZAF,2013,TG,0,3.604993236298138e-4
ZAF,2013,TG,0,3.14221022144334e-4
ZAF,2013,TG,0,6.409601318045412e-4
ZAF,2013,TG,0,5.342942447178675e-4
ZAF,2013,TG,0,3.113800077614527e-4
ZAF,2013,TG,0,5.94845989029209e-4
ZAF,2013,TG,0,3.1099391627348614e-4
ZAF,2013,TG,0,4.903090186222725e-4
ZAF,2013,TG,0,0.0017017491499410572
