"","iso3","year","kp","population_proportion","study_idx","logit_proportion"
"219","CMR",2013,"MSM",0.00966116298648315,45,-4.62993311122741
"220","CMR",2013,"MSM",0.00623922057052035,45,-5.07064124712519
"221","CMR",2013,"MSM",0.0199334052468499,45,-3.89522354320213
"222","CMR",2013,"MSM",0.00451833950238248,45,-5.39508214131245
"223","CMR",2013,"MSM",0.017955063468331,45,-4.00176490499572
"224","CMR",2013,"MSM",0.00406995290827059,45,-5.50004559233636
"225","CMR",2013,"MSM",0.0367399769920881,45,-3.26645793530799
"226","CMR",2013,"MSM",0.00833079938065113,45,-4.7794301689165
"227","CMR",2013,"MSM",0.00444960817159307,45,-5.4104797008658
"228","CMR",2013,"MSM",0.0196624577312288,45,-3.90918582458133
"229","CMR",2013,"MSM",0.0188228133200144,45,-3.95368345304629
"230","CMR",2013,"MSM",0.00427128759673942,45,-5.45155951668921
"231","CMR",2013,"MSM",0.0157497808110581,45,-4.13505370410364
"232","CMR",2013,"MSM",0.00357254516190816,45,-5.63089806475723
"233","CMR",2013,"MSM",0.010179780930849,45,-4.57711983841021
"234","CMR",2013,"MSM",0.00229866021019171,45,-6.07312753689896
"235","CMR",2015,"MSM",0.00228100490150908,47,-6.08085557648401
"236","CMR",2015,"MSM",0.00600075343408602,47,-5.10985141498213
"237","CMR",2015,"MSM",0.0133287510951671,47,-4.30441346428349
"238","CMR",2015,"MSM",0.00349152438529537,47,-5.65391921753181
"239","CMR",2015,"MSM",0.00370691998489658,47,-5.59384013227452
"240","CMR",2015,"MSM",0.0100387431684848,47,-4.59121388384346
"241","CMR",2015,"MSM",0.0221956791286896,47,-3.78541193301549
"242","CMR",2015,"MSM",0.0116632872855956,47,-4.43957737240373
"243","CMR",2015,"MSM",0.0112709026764031,47,-4.4741959579966
"244","CMR",2015,"MSM",0.00569782507048202,47,-5.16195662393797
"245","CMR",2016,"MSM",0.0136925208590866,49,-4.27711838988998
"246","CMR",2016,"MSM",0.00635614496327882,49,-5.05195679199504
"247","CMR",2016,"MSM",0.00574792179994273,49,-5.15315241092224
"248","CMR",2016,"MSM",0.0128493279519762,49,-4.3415311738498
"249","CMR",2018,"MSM",0.00114558129760095,51,-6.77069684933189
"250","CMR",2018,"MSM",0.00214609607275281,51,-6.14195646524753
"251","CMR",2018,"MSM",0.00298668360065071,51,-5.81060051817801
"252","CMR",2018,"MSM",0.00213299646875759,51,-6.14809222047713
"253","CMR",2018,"MSM",0.00238720893784577,51,-6.03524034102711
"254","CMR",2018,"MSM",0.00452169368252736,51,-5.39433669933924
"255","CMR",2018,"MSM",0.00845608003565176,51,-4.76437752998603
"256","CMR",2018,"MSM",0.00322420487349065,51,-5.73383949616716
"257","CMR",2018,"MSM",0.00180758725738693,51,-6.31395310700248
"258","CMR",2018,"MSM",0.00547917942742197,51,-5.20130568356761
"259","CMR",2018,"MSM",0.00603026367353523,51,-5.1049160231039
"260","CMR",2018,"MSM",0.00522189480463675,51,-5.24965937701044
"261","CMR",2018,"MSM",0.00170251292446159,51,-6.37394596466223
