iso3,year,kp,is_national,logit_proportion,population_proportion
KEN,2012,FSW,0,-4.612192366684589,0.009832388318367018
KEN,2012,FSW,0,-3.389477524565099,0.03262594138349638
KEN,2012,FSW,0,-6.394870806384068,0.001667317027332298
KEN,2012,FSW,0,-4.679759055051047,0.009195900438047536
KEN,2012,FSW,0,-5.942279907035993,0.002619157701872577
KEN,2012,FSW,0,-3.9692866847911845,0.018536797982991144
KEN,2012,FSW,0,-5.347666893233917,0.004736698780514037
KEN,2012,FSW,0,-6.133935046298626,0.0021633426456033875
KEN,2012,FSW,0,-2.072682210566387,0.11178045628074776
KEN,2012,FSW,0,-4.178594402321002,0.015088864434242536
KEN,2012,MSM,0,-6.69180803345396,0.0012394986434644257
KEN,2012,MSM,0,-7.76649128031703,4.235178534392119e-4
KEN,2012,MSM,0,-6.294428655577646,0.001843160501887208
KEN,2012,MSM,0,-7.123827196029414,8.050287644053858e-4
KEN,2012,MSM,0,-5.846745380909673,0.0028809634706964825
KEN,2012,MSM,0,-8.847462718561813,1.4372533807401573e-4
KEN,2012,MSM,0,-7.1415076327308595,7.909317497413063e-4
KEN,2012,MSM,0,-4.692302185871861,0.009082316497396485
KEN,2012,MSM,0,-4.852109678925668,0.007751327160422391
KEN,2012,MSM,0,-7.561712002521989,5.197140239329431e-4
KEN,2012,MSM,0,-8.650078984083766,1.7508235727055037e-4
KEN,2012,MSM,0,-6.828834390736787,0.0010809489952412854
KEN,2012,MSM,0,-9.352501711199839,8.674060405868029e-5
KEN,2012,MSM,0,-5.905337285672688,0.0027174578693898986
KEN,2012,MSM,0,-6.384081338223637,0.0016853734065466349
KEN,2012,MSM,0,-7.880399139141839,3.779392272254688e-4
KEN,2012,MSM,0,-7.360596267256231,6.354152190871878e-4
KEN,2012,MSM,0,-4.793682170561109,0.008213879205033522
KEN,2012,MSM,0,-5.781875220407966,0.003073453574752909
KEN,2012,MSM,0,-6.168059521946158,0.0020909168441033844
KEN,2012,MSM,0,-5.237051203126251,0.005287799819113578
KEN,2012,MSM,0,-5.488621133837279,0.004116524028698897
KEN,2012,MSM,0,-8.451363629705815,2.1356331415752001e-4
KEN,2012,MSM,0,-4.564196546180346,0.010310825701850816
KEN,2012,MSM,0,-7.822262977696816,4.005533422116362e-4
KEN,2012,MSM,0,-7.328624467400771,6.560452924824964e-4
KEN,2012,MSM,0,-8.542735277904612,1.9491827005666839e-4
KEN,2012,MSM,0,-6.481866546641499,0.0015286101939670001
KEN,2012,MSM,0,-7.995061433159712,3.3700981622349405e-4
KEN,2012,MSM,0,-9.036085765668318,1.1902169215548557e-4
KEN,2012,MSM,0,-7.273423957756778,6.932516801775499e-4
KEN,2012,MSM,0,-6.481607901425983,0.0015290050082170522
KEN,2012,MSM,0,-4.325063827361874,0.013059887812135301
KEN,2012,MSM,0,-8.660579732266175,1.7325379747725866e-4
KEN,2012,MSM,0,-5.74401469434305,0.003191668471655001
KEN,2012,MSM,0,-6.026840102611221,0.0024072980467470693
KEN,2012,MSM,0,-7.214075604933418,7.356092541660817e-4
KEN,2012,MSM,0,-7.534624878417758,5.339763558655074e-4
KEN,2012,MSM,0,-10.928401927167513,1.7941037553441114e-5
KEN,2012,MSM,0,-5.806644393474307,0.0029984871970768342
KEN,2012,MSM,0,-10.023180115946932,4.4357689829573186e-5
KEN,2012,MSM,0,-6.563904781215469,0.001408381430841301
KEN,2012,MSM,0,-4.885382524842848,0.007499564308853057
KEN,2012,MSM,0,-5.072302868582044,0.0062289264792247554
KEN,2012,PWID,1,-7.049670270605456,8.669427727735282e-4
KEN,2012,PWID,0,-6.500890078708543,0.0014998486840063796
KEN,2012,PWID,0,-5.666816880389873,0.0034469352708373286
KEN,2012,PWID,0,-7.389822889020859,6.171242333038442e-4
KEN,2012,PWID,0,-8.008899402402173,3.323799427208087e-4
KEN,2012,PWID,0,-8.133740398106307,2.933823580205112e-4
KEN,2012,PWID,0,-8.020485041558853,3.28552587830484e-4
KEN,2012,PWID,0,-8.001786119438519,3.347518900113814e-4
KEN,2012,PWID,0,-7.26487636193015,6.991985516701041e-4
KEN,2012,PWID,0,-5.963806486328929,0.0025635217059066986
KEN,2012,PWID,0,-6.094119637379934,0.0022510169397184357
KEN,2012,PWID,0,-8.261607688555234,2.581768097378259e-4
KEN,2012,PWID,0,-6.291634749214292,0.0018483077888339276
KEN,2012,PWID,0,-6.328925908937985,0.0017807720576648756
KEN,2012,PWID,0,-5.769852842154765,0.003110511175994949
KEN,2012,PWID,0,-5.992853590138474,0.002490312663325085
KEN,2012,PWID,0,-7.967590540765944,3.46392859952856e-4
KEN,2012,PWID,0,-10.271033706912242,3.462036975516932e-5
KEN,2012,PWID,0,-6.64111122267374,0.0013038733469027154
KEN,2012,PWID,0,-5.745416914735852,0.0031872104394529612
KEN,2012,PWID,0,-8.470783192653851,2.0945687826242422e-4
KEN,2012,PWID,0,-8.692506661153091,1.6781061839742437e-4
KEN,2012,PWID,0,-6.980969016101318,9.285391747389919e-4
KEN,2012,PWID,0,-8.90120162770198,1.3620658143678047e-4
KEN,2012,PWID,0,-8.339944311003338,2.3872863532938316e-4
KEN,2012,PWID,0,-8.05154370285362,3.1850822413919793e-4
KEN,2012,PWID,0,-7.847917252180511,3.9041208811347905e-4
KEN,2012,PWID,0,-8.851390288456534,1.4316203450799337e-4
KEN,2012,PWID,0,-6.014552674306416,0.002436987493960957
KEN,2012,PWID,0,-7.3937581312602285,6.147019620163329e-4
KEN,2012,PWID,0,-9.345631025532676,8.733857130297373e-5
KEN,2012,PWID,0,-8.86148535744292,1.4172427805314385e-4
KEN,2012,PWID,0,-9.15351850986029,1.0583552170530548e-4
KEN,2012,PWID,0,-8.800230958158465,1.5067555953633736e-4
KEN,2012,PWID,0,-6.670277245892776,0.0012664412342197197
KEN,2012,PWID,0,-7.38746915808882,6.185775889223368e-4
KEN,2012,PWID,0,-7.87388410496439,3.8040861286402753e-4
KEN,2012,PWID,0,-7.655617774897772,4.731533379912968e-4
KEN,2012,PWID,0,-10.116177504242236,4.0418703437181264e-05
KEN,2012,PWID,0,-9.92725905996789,4.882305665647326e-5
KEN,2012,PWID,0,-10.585892951681245,2.526935348063158e-5
KEN,2012,PWID,0,-9.27710604667175,9.35326875094379e-5
KEN,2012,PWID,0,-11.055106895866045,1.580597220072137e-5
KEN,2012,PWID,0,-10.207708516873263,3.6883531731165405e-5
KEN,2013,FSW,1,-4.431870072200035,0.011752466508048206
KEN,2013,FSW,0,-4.686565733312388,0.009134089240496883
KEN,2013,FSW,0,-3.1804667363041688,0.039907447183956356
KEN,2013,FSW,0,-3.822635089148822,0.021402030795244702
KEN,2013,FSW,0,-4.711358947484849,0.00891240364817075
KEN,2013,FSW,0,-3.6788602051045443,0.024629795056398524
KEN,2013,FSW,0,-5.828793922432846,0.002932994902430285
KEN,2013,FSW,0,-4.676407051592918,0.009226491967173206
KEN,2013,FSW,0,-4.33576118013475,0.012922721933681863
KEN,2013,FSW,0,-4.878482600474336,0.00755109757643579
KEN,2013,FSW,0,-4.414233282481675,0.011959080105467208
KEN,2013,PWID,1,-7.029521340423217,8.845723021389726e-4
KEN,2013,PWID,0,-8.035501663479366,3.2365728214961046e-4
KEN,2013,PWID,0,-5.395737498459611,0.004515392712648758
KEN,2013,PWID,0,-8.153461386377284,2.8765489354444203e-4
KEN,2013,PWID,0,-5.999061337148835,0.0024749394588459307
KEN,2013,PWID,0,-8.03041514034397,3.253072295434938e-4
KEN,2013,PWID,0,-10.306967350142475,3.3398460590092055e-5
KEN,2013,PWID,0,-8.027708005058109,3.261887856724328e-4
KEN,2018,MSM,0,-7.6134231510365575,4.935349860668485e-4
KEN,2018,TG,0,-10.240094572411275,3.570819723015117e-5
KEN,2018,MSM,0,-5.518418181506607,0.003996156145057718
KEN,2018,TG,0,-6.581057649215995,0.0013844628184568354
KEN,2018,MSM,0,-5.849265617919323,0.0028737327406803408
KEN,2018,MSM,0,-7.126553555390848,8.028387155525539e-4
KEN,2018,MSM,0,-6.897846256591863,0.0010089392927221815
KEN,2018,PWID,0,-8.72330801069193,1.6272144500663807e-4
KEN,2018,TG,0,-8.177546587656627,2.808113578492966e-4
KEN,2018,MSM,0,-6.256523982962769,0.0019142295768847743
KEN,2018,PWID,0,-8.96750886760879,1.274691294219236e-4
KEN,2018,TG,0,-7.687750187888756,4.5819830317308944e-4
KEN,2018,MSM,0,-6.595013165619207,0.0013653023120936342
KEN,2018,TG,0,-8.653683372417325,1.7445253829339994e-4
KEN,2018,FSW,1,-4.3545618543707985,0.012685088796491373
KEN,2018,MSM,1,-5.993610464361335,0.0024884332115393316
KEN,2018,TG,0,-10.183662564703964,3.7781146614958614e-5
KEN,2018,MSM,0,-5.822846912158593,0.002950437805240657
KEN,2018,PWID,0,-6.820388844009766,0.0010901068658591593
KEN,2018,TG,0,-8.710657892062528,1.6479262408333336e-4
KEN,2018,MSM,0,-4.712814999174068,0.008899551575467818
KEN,2018,PWID,0,-5.060313116609706,0.00630358566849111
KEN,2018,TG,0,-7.311603934088941,6.672995873651237e-4
KEN,2018,MSM,0,-9.372521747019873,8.502146770710639e-5
KEN,2018,TG,0,-11.386908524372346,1.134288517613532e-5
KEN,2018,PWID,0,-9.850098981292977,5.273919071959422e-5
KEN,2018,TG,0,-8.690296227894882,1.6818190038084485e-4
KEN,2018,MSM,0,-4.760980644834481,0.008484609081143818
KEN,2018,PWID,0,-7.10036082006639,8.241275161962887e-4
KEN,2018,TG,0,-7.188324286195901,7.547836886408286e-4
KEN,2018,MSM,0,-8.644455306902962,1.7606956383237608e-4
KEN,2018,TG,0,-9.01649088584309,1.2137662176546924e-4
KEN,2018,MSM,0,-5.558292680745155,0.003840546437714208
KEN,2018,PWID,0,-5.369559974768837,0.004634600164938966
KEN,2018,TG,0,-8.131517155060529,2.940351519111342e-4
KEN,2018,MSM,0,-6.924115132543975,9.828063834236742e-4
KEN,2018,TG,0,-6.65398638799091,0.0012872148418628534
KEN,2018,MSM,0,-3.038840255245803,0.04570172418049424
KEN,2018,PWID,0,-7.418697278470628,5.995704782052443e-4
KEN,2018,TG,0,-5.117686183555238,0.005954201453679439
KEN,2018,MSM,0,-5.045750233892158,0.006395464339399833
KEN,2018,MSM,0,-8.947285613663327,1.3007287404430024e-4
KEN,2018,PWID,0,-9.340560311555869,8.778252597336651e-5
KEN,2018,TG,0,-10.895665302996283,1.8538074843019234e-5
KEN,2018,MSM,0,-6.055031144458468,0.0023405380833848594
KEN,2018,PWID,0,-7.818068162221423,4.0223644139073867e-4
KEN,2018,TG,0,-7.271089181774705,6.948710325173413e-4
KEN,2018,MSM,0,-4.88662913015884,0.007490291120029378
KEN,2018,PWID,0,-5.6139648672709,0.0036333331929578353
KEN,2018,TG,0,-6.636110082318313,0.0013104019672427057
KEN,2018,TG,0,-11.877051732220382,6.947986307969171e-6
KEN,2018,MSM,0,-5.024938981457342,0.006529078473706346
KEN,2018,PWID,0,-6.384310339615017,0.0016849881481315679
KEN,2018,TG,0,-7.194218792808767,7.503510265790704e-4
KEN,2018,MSM,0,-5.656187849699234,0.0034836399414526786
KEN,2018,PWID,0,-10.846259173486736,1.9476953743861815e-5
KEN,2018,TG,0,-8.874391032883555,1.3990723670837457e-4
KEN,2018,MSM,0,-8.452090393737715,2.1340819352024939e-4
KEN,2018,TG,0,-10.121624992030775,4.0199130498278286e-5
KEN,2018,MSM,0,-6.02481594143739,0.0024121639751431
KEN,2018,TG,0,-9.762941276232196,5.7541805642014225e-5
KEN,2018,MSM,0,-7.47859398610462,5.647322246411138e-4
KEN,2018,TG,0,-10.023442959983123,4.434603272444688e-5
KEN,2018,MSM,0,-5.773371170141525,0.003099620468867403
KEN,2018,PWID,0,-8.34037015563419,2.3862701991865648e-4
KEN,2018,TG,0,-7.863178764820055,3.845013184298846e-4
KEN,2018,TG,0,-8.724799927977047,1.624788984893373e-4
KEN,2018,MSM,0,-6.772430471801272,0.0011435992818472963
KEN,2018,TG,0,-8.903686687211803,1.3586856613329498e-4
KEN,2018,TG,0,-8.11456195387715,2.990615777328324e-4
KEN,2018,MSM,0,-6.514665120456352,0.0014793602088346344
KEN,2018,MSM,0,-3.7569782341885483,0.022821233045174583
KEN,2018,TG,0,-6.564111222110289,0.0014080911226842451
KEN,2010,FSW,1,-4.301003364012739,0.013373672156817968
KEN,2010,FSW,0,-5.2428744747004545,0.005257258419523864
KEN,2010,MSM,0,-4.201213810369798,0.014756374163196485
KEN,2011,FSW,0,-3.6064270923728357,0.026431104075127634
KEN,2011,MSM,0,-4.796687847318934,0.008189429883821948
KEN,2011,MSM,0,-4.221177529964742,0.01446892331882884
KEN,2011,PWID,0,-4.379099197125994,0.01238142503362314
KEN,2011,PWID,0,-5.9445575564668225,0.0026132145388054785
KEN,2011,PWID,0,-4.184886194009524,0.014995645633054683
KEN,2011,PWID,0,-4.633420031243258,0.00962785772443479
KEN,2012,MSM,1,-6.378205907062227,0.0016952880125061626
KEN,2013,PWID,1,-7.118427806512661,8.0938365645716e-4
KEN,2013,PWID,1,-8.58209569189672,1.8739664220814134e-4
KEN,2015,FSW,1,-4.494976364165788,0.011041664928607696
KEN,2015,MSM,1,-6.515815716063929,0.0014776615560896777
KEN,2015,MSM,1,-6.822399856149334,0.0010879192330900589
KEN,2015,PWID,1,-7.179721566226521,7.612999265825563e-4
KEN,2019,FSW,1,-4.384909709231698,0.012310574304934119
KEN,2019,MSM,1,-6.024069563785467,0.0024139606847961848
KEN,2019,PWID,1,-7.429478747088146,5.931447637099553e-4
LSO,2014,FSW,0,-2.281626279091949,0.09265613963848458
LSO,2014,FSW,0,-4.451569375350579,0.011525858855901164
LSO,2016,FSW,1,-4.369458996349229,0.0124998624434513
LSO,2014,MSM,0,-1.703496236946065,0.15400918788397944
LSO,2014,MSM,0,-3.94144701920739,0.01905013770733041
LSO,2016,MSM,1,-3.880581884357253,0.0202214652593573
MWI,2011,FSW,0,-6.3533514769601265,0.001737877277272191
MWI,2011,FSW,0,-4.728750262528131,0.00876009132363938
MWI,2011,FSW,0,-5.530331303505058,0.0039490187831699355
MWI,2011,FSW,0,-6.092302558019455,0.0022551017021952458
MWI,2011,FSW,0,-6.312586932279644,0.0018100539520995438
MWI,2011,FSW,0,-5.305180014376059,0.0049412668679005
MWI,2011,FSW,0,-5.635166302866722,0.0035573833133729495
MWI,2011,FSW,0,-4.560193945062563,0.01035175045441404
MWI,2011,FSW,0,-3.2331376977201467,0.037937560252461235
MWI,2014,FSW,0,-7.6431220315174855,4.790999845576905e-4
MWI,2014,FSW,0,-6.098725670946006,0.0022406957004856894
MWI,2014,FSW,0,-4.969547564424133,0.0068983719798556475
MWI,2014,FSW,0,-6.954516835858023,9.534050716097428e-4
MWI,2014,FSW,0,-5.744549629932931,0.0031899670360671394
MWI,2014,FSW,0,-5.596125949173242,0.0036984876241851366
MWI,2014,FSW,0,-5.477524694901552,0.004162265976082374
MWI,2014,FSW,0,-5.900113906381087,0.002731650442977519
MWI,2014,FSW,0,-5.739401478600983,0.003206379022013732
MWI,2014,FSW,0,-5.746290315831151,0.0031844368023477634
MWI,2014,FSW,0,-5.66651000900775,0.0034479895512185502
MWI,2014,FSW,0,-5.037430301317776,0.00644855158003988
MWI,2014,FSW,0,-4.488122401798357,0.01111675983234757
MWI,2014,FSW,0,-5.329551110933572,0.004822872130720859
MWI,2018,FSW,0,-6.032081224158654,0.002394744246166041
MWI,2018,FSW,0,-5.794587569889672,0.0030347478703388613
MWI,2018,FSW,0,-4.836967690495537,0.007868660203933262
MWI,2018,FSW,0,-4.085977647137297,0.016528903925196722
MWI,2018,FSW,0,-5.534274724766952,0.003933537937933674
MWI,2018,FSW,0,-4.234746864616581,0.014276699775265822
MWI,2018,FSW,0,-4.929517822436687,0.007178091062912488
MWI,2018,FSW,0,-4.024813062559411,0.017553145896425794
MWI,2018,FSW,0,-4.166089678314705,0.015275830788993416
MWI,2018,FSW,0,-4.7118486658331715,0.008908079019501036
MWI,2018,FSW,0,-4.896909824790811,0.0074142482181280885
MWI,2018,FSW,0,-5.1754024698961345,0.005622153590743597
MWI,2018,FSW,0,-5.8121914125893985,0.00298195003743024
MWI,2018,FSW,0,-3.751093357830387,0.0229528374688931
