logit_gen_prev,logit_fit,se,logit_lower,logit_upper,lower,upper,fit,kp,provincial_value
-0.663294217410264,0.4435260729637614,0.056234457485736924,0.333306536291717,0.5537456096358058,0.5825636898854074,0.6350041636714695,0.6090989018762145,FSW,0.34
-0.6190392084062233,0.4697481600909904,0.05725693786577947,0.3575245618740627,0.5819717583079181,0.5884410684904535,0.641520981586295,0.6153241475303917,FSW,0.35000000000000003
-0.5753641449035617,0.49562661647881956,0.05827202602797845,0.3814134454639818,0.6098397874936573,0.5942139635096619,0.6479042545758583,0.6214310207548823,FSW,0.36000000000000004
-0.5322168137473082,0.5211923795946598,0.05928040727326915,0.40500278133905226,0.6373819778502673,0.5998890364472476,0.6541614135935307,0.6274265422443814,FSW,0.37
-0.4895482253187058,0.5464744768882912,0.060282760394851594,0.4283202665143821,0.6646286872622004,0.6054724923348467,0.6602993910658084,0.6333172565613041,FSW,0.38
-0.4473122180436648,0.5715002601294896,0.06127975725993249,0.4513919359000219,0.6916085843589573,0.6109701281690385,0.6663246687678028,0.6391092802268282,FSW,0.39
-0.4054651081081643,0.5962956129595215,0.06227206294150503,0.47424236959417165,0.7183488563248713,0.6163873756013093,0.6722433204030106,0.6448083442874988,FSW,0.4
-4.59511985013459,-1.624567351027109,0.06070401523761166,-1.743547220892828,-1.50558748116139,0.14886293182184165,0.18159364909231576,0.16457593947431523,MSM,0.01
-3.8918202981106265,-1.560759978624508,0.05817394419701957,-1.6747809092506665,-1.4467390479983497,0.15778779998327105,0.19050393709124092,0.17353762208039453,MSM,0.02
-3.4760986898352733,-1.523043328018523,0.06726938451695921,-1.654891321671763,-1.391195334365283,0.1604489687998756,0.19921699709090987,0.1790138109758078,MSM,0.03
-3.1780538303479453,-1.4960029875444532,0.07711174923510511,-1.6471420160452592,-1.344863959043647,0.16149558848438528,0.2067113201814945,0.18302242090913012,MSM,0.04
-2.9444389791664403,-1.4748081072616224,0.08609394934548928,-1.6435522479787814,-1.3060639665444633,0.16198228696785655,0.21314623029639182,0.18621290512694916,MSM,0.05
-2.751535313041949,-1.4573067793753607,0.09410572432529714,-1.641753999052943,-1.2728595596977783,0.16222653691528455,0.21876813561950914,0.18887959193929302,MSM,0.060000000000000005
-2.586689344097943,-1.4423510068326257,0.10127584309257201,-1.640851659294067,-1.2438503543711845,0.16234921046956138,0.22376648700050647,0.1911815456766326,MSM,0.06999999999999999
-2.4423470353692043,-1.4292554440386485,0.10774958492439793,-1.6404446304904683,-1.2180662575868286,0.16240457071555428,0.22827693234045068,0.1932147211854124,MSM,0.08
-2.3136349291806306,-1.4175779429387791,0.11364968069366412,-1.6403313170983609,-1.1948245687791974,0.1624199852495761,0.23239717616164288,0.19504156655595314,MSM,0.09
-2.1972245773362196,-1.4070165276068938,0.11907379456598859,-1.6404011649562313,-1.1736318902575562,0.1624104833896465,0.23619913056604933,0.1967050547885766,MSM,0.09999999999999999
-2.0907410969337694,-1.3973557350339265,0.1240988539063331,-1.6405894886903394,-1.1541219813775137,0.16238486671587027,0.23973699189434391,0.19823605166685113,MSM,0.11
-1.9924301646902063,-1.3884364029415635,0.12878576136416672,-1.6408564952153302,-1.1360163106677967,0.1623485528243,0.24305252175882386,0.1996574935384432,MSM,0.12
-1.900958761193047,-1.3801375921569763,0.13318322727806464,-1.641176717621983,-1.1190984666919697,0.16230501000719164,0.24617854701121153,0.20098690275630085,MSM,0.13
-1.8152899666382492,-1.3723652273634699,0.13733066715115547,-1.6415333349797345,-1.1031971197472052,0.16225652940350074,0.2491413298911716,0.20223797714152525,MSM,0.14
-1.7346010553881062,-1.3650446661686253,0.14126034991595118,-1.6419149520038896,-1.088174380333361,0.16220466313579826,0.25196221034049127,0.2034216350503446,MSM,0.15000000000000002
-1.6582280766035322,-1.3581156711411448,0.14499898965209965,-1.6423136908592602,-1.0739176514230295,0.16215048409222926,0.254658769387991,0.20454672577710575,MSM,0.16
-1.5856272637403817,-1.3515289086588438,0.14856893312144107,-1.6427240175768683,-1.0603337997408193,0.1620947457739503,0.2572456703009329,0.20562052634979536,MSM,0.17
-1.5163474893680884,-1.3452434498516832,0.15198905466285742,-1.6431419969908838,-1.0473449027124826,0.16203798381130863,0.25973527822085674,0.20664909754072258,MSM,0.18000000000000002
-1.4500101755059984,-1.339224947952165,0.15527543809320848,-1.6435648066148536,-1.0348850892894763,0.16198058221527586,0.2621381244290629,0.20763754447938373,MSM,0.19
-1.3862943611198906,-1.3334442835329008,0.1584419022001957,-1.6439904118452844,-1.0228981552205172,0.16192281764949404,0.2644632595969582,0.2085902110377605,MSM,0.2
-1.3249254147435985,-1.327876540450855,0.16150041017988262,-1.644417344403425,-1.0113357364982851,0.16186488963298257,0.2667185263548225,0.20951082724717202,MSM,0.21000000000000002
-1.2656663733312759,-1.3225002200583056,0.164461392020953,-1.6448445484193734,-1.0001558916972377,0.16180694152254435,0.26891077230606975,0.21040262276814556,MSM,0.22
-1.2083112059245342,-1.3172966300440598,0.1673340008823385,-1.6452712717734432,-0.9893219883146764,0.16174907532523636,0.27104601845265164,0.2112684154057501,MSM,0.23
-1.1526795099383853,-1.3122494032500698,0.1701263188972841,-1.6456969882887467,-0.9788018182113929,0.1616913623044765,0.27312959379938623,0.2121106809994269,MSM,0.24000000000000002
-1.0986122886681098,-1.3073441145826192,0.17284552384055246,-1.6461213413101021,-0.9685668878551363,0.16163385067012206,0.27516624399694944,0.21293160921868348,MSM,0.25
-1.0459685551826876,-1.30256797289804,0.1754980252223203,-1.6465441023337877,-0.9585918434622922,0.16157657121635166,0.2771602198373983,0.2137331485596908,MSM,0.26
-0.9946225751440619,-1.2979095708554498,0.17808957628566235,-1.646965140375348,-0.9488540013355515,0.1615195414954556,0.27911534995601933,0.21451704297293672,MSM,0.27
-0.9444616088408512,-1.29335868006109,0.1806253668536827,-1.647384399094308,-0.9393329610278718,0.16146276893408026,0.28103510103734775,0.21528486193758362,MSM,0.28
-0.8953840470548412,-1.288906081943432,0.18311010083816898,-1.6478018795862432,-0.9300102843006207,0.16140625317689297,0.2829226280500487,0.21603802535531633,MSM,0.29000000000000004
-0.8472978603872036,-1.2845434270671519,0.1855480613733143,-1.6482176273588478,-0.9208692267754558,0.1613499878599668,0.2847808164627275,0.2167778243131149,MSM,0.3
-0.8001193001121131,-1.2802631172671128,0.18794316589773763,-1.6486317224266787,-0.911894512107547,0.1612939619591687,0.2866123179640905,0.21750543852543902,MSM,0.31
-0.7537718023763801,-1.2760582062310657,0.19029901302052196,-1.6490442717512888,-0.9030721407108426,0.16123816081900716,0.2884195808868124,0.2182219510877655,MSM,0.32
-0.7081850579244856,-1.271922315099764,0.19261892263276795,-1.649455403459989,-0.8943892267395389,0.16118256693922384,0.2902048762871936,0.21892836103863206,MSM,0.33
-0.663294217410264,-1.2678495603682793,0.19490597043665558,-1.6498652624241243,-0.8858338583124343,0.1611271605762791,0.29197032044238924,0.21962559412461632,MSM,0.34
-0.6190392084062233,-1.2638344919211648,0.19716301783841148,-1.6502740068844512,-0.8773949769578784,0.16107192020232675,0.2937178943793756,0.22031451208369704,MSM,0.35000000000000003
-0.5753641449035617,-1.2598720394589078,0.1993927379745695,-1.650681805889064,-0.8690622730287516,0.1610168228536568,0.29544946093445723,0.22099592070122942,MSM,0.36000000000000004
-0.5322168137473082,-1.2559574659043784,0.20159763850114681,-1.6510888373666261,-0.8608260944421307,0.1609618443927686,0.29716677975136974,0.22167057684495609,MSM,0.37
-0.4895482253187058,-1.2520863266381552,0.2037800816643434,-1.6514952867002681,-0.8526773665760422,0.16090695970242952,0.2988715205542055,0.22233919464789345,MSM,0.38
-0.4473122180436648,-1.2482544336172625,0.2059423020827307,-1.6519013456994147,-0.8446075215351103,0.16085214282572377,0.3005652749742333,0.2230024509781932,MSM,0.39
-0.4054651081081643,-1.2444578235953412,0.20808642259977636,-1.6523072118909028,-0.8366084352997796,0.1607973670628131,0.3022495671639929,0.2236609903114361,MSM,0.4
-4.59511985013459,-3.1462097687917394,0.10579530692849234,-3.3535685703715843,-2.9388509672118945,0.03377850092045928,0.05026609900941059,0.04124088390667778,PWID,0.01
-3.8918202981106265,-2.442036081478923,0.07939490054569541,-2.597650086548486,-2.28642207640936,0.06928980998674061,0.09225373913704796,0.08002288919548371,PWID,0.02
-3.4760986898352733,-2.025797770289305,0.09234699873517895,-2.206797887810256,-1.8447976527683543,0.09914169533930431,0.13648487004574508,0.11652081859407835,PWID,0.03
-3.1780538303479453,-1.7273824690341846,0.11163112201186931,-1.9461794681774485,-1.5085854698909207,0.12497054619587174,0.1811485210581071,0.15092269695214128,PWID,0.04
-2.9444389791664403,-1.4934772565339072,0.13003919573057449,-1.748354080165833,-1.2386004329019813,0.1482549169068554,0.22467969459322235,0.18340038377606252,PWID,0.05
-2.751535313041949,-1.3003338292700504,0.14658842350491155,-1.587647139339677,-1.0130205192004238,0.1697151854954304,0.2663891465019154,0.21410883939893674,PWID,0.060000000000000005
-2.586689344097943,-1.1352829722690785,0.16139586611621143,-1.4516188698568528,-0.8189470746813041,0.1897525453972038,0.30598721241181875,0.24318746530721327,PWID,0.06999999999999999
-2.4423470353692043,-0.9907612596073057,0.17473550812872352,-1.3332428555396039,-0.6482796636750076,0.20862346479017083,0.3433773158332265,0.2707617408498564,PWID,0.08
-2.3136349291806306,-0.8618891763594576,0.18686148797818952,-1.2281376927967091,-0.49564065992220613,0.2265075392496983,0.37856567546739844,0.29694479374769817,PWID,0.09
-2.1972245773362196,-0.7453341373810332,0.19798123470776466,-1.133377357408252,-0.3572909173538144,0.24353836023596237,0.41161551628261805,0.32183881775264517,PWID,0.09999999999999999
-2.0907410969337694,-0.6387183080134349,0.20825930090033934,-1.0469065377781,-0.23053007824876975,0.2598195727788935,0.4426213670452734,0.34553632505682214,PWID,0.11
-1.9924301646902063,-0.5402851845145145,0.21782605955817527,-0.967224261248538,-0.11334610778049092,0.2754341114014601,0.4716937715466616,0.3681212435716366,PWID,0.12
-1.900958761193047,-0.44870009065385674,0.22678560697343944,-0.893199880321798,-0.0042003009859154505,0.2904499261213361,0.4989499262973503,0.3896698755577994,PWID,0.13
-1.8152899666382492,-0.3629248178334916,0.23522195387069547,-0.8239598474200547,0.0981102117530715,0.3049237413112628,0.5245078974619557,0.4102517348634421,PWID,0.14
-1.7346010553881062,-0.2821356178450154,0.24320367658829783,-0.7588148239580792,0.19454358826804835,0.31890363604506355,0.5484830809988009,0.4299302788447424,PWID,0.15000000000000002
-1.6582280766035322,-0.2056677146208079,0.2507873785908036,-0.6972109766587828,0.2858755474171671,0.3324308800066019,0.5709861001593278,0.44876354925950196,PWID,0.16
-1.5856272637403817,-0.13297666576597988,0.2580202743802407,-0.6386964035512517,0.3727430720192919,0.3455412785699757,0.5921216346786116,0.4668047345675847,PWID,0.17
-1.5163474893680884,-0.0636107831409396,0.2649421341106475,-0.5828973659978086,0.4556757997159294,0.3582661826314458,0.6119878556771223,0.48410266434443744,PWID,0.18000000000000002
-1.4500101755059984,0.002808981771840857,0.27158676212268984,-0.5295010719886312,0.5351190355323129,0.37063326258583595,0.6306762522809848,0.5007022449812121,PWID,0.19
-1.3862943611198906,0.0666039889310035,0.27798313340471853,-0.4782429525422448,0.6114509304042518,0.38266711215105437,0.6482717078335339,0.5166448445167499,PWID,0.2
-1.3249254147435985,0.12804921114383316,0.2841562766557291,-0.42889709110139596,0.6849955133890623,0.39438972675902867,0.6648527306840145,0.5319686333094026,PWID,0.21000000000000002
-1.2656663733312759,0.18738190597898696,0.29012796769727456,-0.3812689107076712,0.7560327226656451,0.40582088772427655,0.6804917759095537,0.5467088862889198,PWID,0.22
-1.2083112059245342,0.2448083604719835,0.29591727944332535,-0.3351895072369342,0.8248062281809012,0.416978474457454,0.6952556154493945,0.560898251707479,PWID,0.23
-1.1526795099383853,0.30050920143128135,0.3015410222494838,-0.2905112021777069,0.8915296050402696,0.4278787209201613,0.7092057284631031,0.5745669906128378,PWID,0.24000000000000002
-1.0986122886681098,0.3546436231795702,0.3070140996489752,-0.24710401213242117,0.9563912584915616,0.4385364283050802,0.722398693495772,0.5877431906763068,PWID,0.25
-1.0459685551826876,0.40735278788138385,0.3123497981551902,-0.20485281650278897,1.0195583922655567,0.44896514294563067,0.7348865707078014,0.600452957507197,PWID,0.26
-0.9946225751440619,0.4587625861507525,0.31756002522385335,-0.16365506328800006,1.081180235589505,0.4591773063142144,0.7467172669820659,0.6127205861594303,PWID,0.27
-0.9444616088408512,0.5089858978239303,0.3226555061103061,-0.12341889415226959,1.1413906898001303,0.4691843823995513,0.7579348798175961,0.6245687151732376,PWID,0.28
-0.8953840470548412,0.5581244584098465,0.3276459478755296,-0.08406159942619151,1.2003105162458845,0.4789969665902313,0.7685800180069218,0.6360184651852824,PWID,0.29000000000000004
-0.8472978603872036,0.6062704116912286,0.3325401769425383,-0.04550833511614638,1.2580491584986038,0.48862487931756804,0.7786900984839432,0.6470895638757995,PWID,0.3
-0.8001193001121131,0.6535076104857026,0.3373462552101602,-0.007691049726211374,1.3147062706976165,0.49807724704636747,0.7882996196351887,0.657800458794448,PWID,0.31
-0.7537718023763801,0.6999127138081365,0.3420715786718367,0.0294524196113366,1.3703730080049363,0.50736257269161,0.7974404119388286,0.668168419411674,PWID,0.32
-0.7081850579244856,0.7455561183018504,0.34672296167565964,0.06597911341755758,1.4251331231861433,0.5164887971427157,0.8061418671370928,0.6782096295746239,PWID,0.33
-0.663294217410264,0.7905027539146569,0.35130670933548125,0.10194160361711357,1.4790639042122002,0.5254633532666121,0.8144311473316553,0.6879392714019027,PWID,0.34
-0.6190392084062233,0.8348127677384327,0.35582868011580093,0.13738855471146294,1.5322369807654024,0.5342932135155676,0.8223333754691982,0.6973716015263342,PWID,0.35000000000000003
-0.5753641449035617,0.87854211524304,0.36029434023165513,0.17236520838899605,1.584719022097084,0.542984932070462,0.8298718086914768,0.706520020486459,PWID,0.36000000000000004
-0.5322168137473082,0.9217430744794978,0.36470881120406434,0.20691380451953167,1.6365723444394638,0.5515446822935232,0.8370679959857571,0.7153971359733564,PWID,0.37
-0.4895482253187058,0.9644646959560577,0.3690769116731716,0.24107394907664137,1.687855442835474,0.5599782901380488,0.843941921504823,0.7240148205574692,PWID,0.38
-0.4473122180436648,1.0067531986213105,0.3734031943811298,0.27488293763429617,1.7386234596083248,0.5682912640598218,0.8505121348428872,0.7323842644487037,PWID,0.39
-0.4054651081081643,1.0486523205841554,0.37769197908450874,0.3083760415785183,1.7889285995897923,0.5764888218908686,0.8567958694628447,0.7405160237806919,PWID,0.4
