iso3,year,age,sex,totpop,hivpop,artpop,infections
GAB,2022,34,female,17759.98047,1003.13804,532.55394,31.4777
GAB,2022,34,male,19546.47461,276.20839,162.90679,14.60591
GAB,2022,35,female,17367.61523,1039.03341,567.22713,29.10989
GAB,2022,35,male,19234.68164,297.35827,179.18622,14.04232
GAB,2022,36,female,16890.74023,1067.10435,597.99223,26.70156
GAB,2022,36,male,18797.76172,316.84202,194.94776,13.34714
GAB,2022,37,female,16456.67383,1096.81966,629.97548,24.53162
GAB,2022,37,male,18376.16992,337.23214,211.71852,12.66288
GAB,2022,38,female,16020.33008,1124.27797,660.70821,22.53184
GAB,2022,38,male,17926.04492,357.5921,228.85909,11.97529
GAB,2022,39,female,15555.5293,1145.76237,687.33346,20.654
GAB,2022,39,male,17430.11914,377.26292,245.82108,11.27425
GAB,2022,40,female,14970.75781,1155.51723,706.41303,18.75767
GAB,2022,40,male,16823.17188,394.39294,261.34569,10.50758
GAB,2022,41,female,14375.72852,1159.18777,721.00008,16.98732
GAB,2022,41,male,16188.96094,410.1524,276.12132,9.73634
GAB,2022,42,female,13699.75879,1145.59361,723.41375,15.27701
GAB,2022,42,male,15465.38379,422.09613,288.35364,8.94673
GAB,2022,43,female,13058.48242,1123.18826,718.68021,13.75536
GAB,2022,43,male,14769.58496,432.42947,299.3945,8.2157
GAB,2022,44,female,12470.22754,1092.45394,706.97873,12.42316
GAB,2022,44,male,14127.10938,441.2601,309.21822,7.55309
GAB,2022,45,female,11848.87695,1039.02912,681.67157,11.18459
GAB,2022,45,male,13448.67773,443.28489,314.99054,6.90326
GAB,2022,46,female,11251.63574,975.32991,647.97997,10.07665
GAB,2022,46,male,12781.21191,440.86608,317.48401,6.29046
GAB,2022,47,female,10685.23535,906.75592,608.95823,9.08924
GAB,2022,47,male,12130.77246,434.42405,316.53979,5.723
GAB,2022,48,female,10159.20215,836.13827,566.56053,8.21658
GAB,2022,48,male,11506.23828,424.28849,312.29376,5.20425
GAB,2022,49,female,9702.49512,768.82151,524.54576,7.46721
GAB,2022,49,male,10939.54102,412.3442,306.0576,4.74406
GHA,2022,15,female,333881.6875,958.52235,244.30393,202.87731
GHA,2022,15,male,340239.9375,788.38839,446.41964,6.20137
GHA,2022,16,female,328989.75,1353.43687,400.92643,284.78012
GHA,2022,16,male,335111.4375,864.98659,502.00971,10.8548
GHA,2022,17,female,325941.4063,1810.31104,625.47628,353.57473
GHA,2022,17,male,331829.4375,912.06959,568.52706,22.89819
GHA,2022,18,female,312049.375,2232.64673,775.92991,387.24021
GHA,2022,18,male,317748.0313,918.19937,566.5586,42.77835
GHA,2022,19,female,305389.7188,2722.27213,977.27077,410.89476
GHA,2022,19,male,310977.3438,954.8649,569.1575,68.60921
GHA,2022,20,female,298655.4375,3234.81251,1213.60039,429.77958
GHA,2022,20,male,303823.5,1023.69804,582.69112,95.44825
GHA,2022,21,female,290889.1563,3741.79657,1470.23236,445.18388
GHA,2022,21,male,295624.2813,1123.58471,620.75121,118.5545
GHA,2022,22,female,283081.375,4230.95296,1736.80545,449.4137
GHA,2022,22,male,287297,1244.50809,674.479,136.72411
GHA,2022,23,female,270339.0313,4595.31921,1956.67585,434.09747
GHA,2022,23,male,273667.3438,1364.77119,737.90523,145.533
GHA,2022,24,female,260015.0313,4929.91644,2172.06362,414.10828
GHA,2022,24,male,263112.8438,1492.06891,805.21048,150.51785
GHA,2022,25,female,251341.125,5247.91185,2408.76179,392.32052
GHA,2022,25,male,254103.125,1631.24669,888.30686,154.55052
GHA,2022,26,female,244526.5156,5559.04541,2659.67309,371.97746
GHA,2022,26,male,247036.6875,1789.36559,988.5881,158.87462
GHA,2022,27,female,242007.9844,5883.38589,2903.05364,357.03799
GHA,2022,27,male,244531.5938,1967.01569,1093.42435,163.39742
GHA,2022,28,female,238603.4375,6147.13687,3123.55584,340.69181
GHA,2022,28,male,240584.9063,2126.42657,1188.1537,164.15401
GHA,2022,29,female,238437.5313,6453.40225,3370.39472,328.71596
GHA,2022,29,male,240354.875,2307.71895,1296.02682,165.1869
GHA,2022,30,female,236000.2344,6667.80151,3574.03573,312.0773
GHA,2022,30,male,237654.3438,2455.31482,1384.87403,163.10196
GHA,2022,31,female,233451.9844,6841.19559,3758.68675,294.10704
GHA,2022,31,male,235177.8438,2588.68484,1465.74652,160.35374
GHA,2022,32,female,230067.5313,6963.69165,3920.33447,275.69492
GHA,2022,32,male,231691.2969,2702.60678,1538.63965,156.14013
GHA,2022,33,female,226335.8438,7058.40363,4071.39566,258.11004
GHA,2022,33,male,228036.9375,2810.01425,1612.36473,151.32321
GHA,2022,34,female,224065.75,7180.75232,4241.09845,243.19093
GHA,2022,34,male,225297.625,2920.35794,1690.84016,146.68587
GHA,2022,35,female,221804.9063,7290.14337,4423.14617,228.42323
GHA,2022,35,male,222675.1563,3026.3754,1780.13536,141.51888
GHA,2022,36,female,218039.2031,7336.82251,4573.90003,212.25027
GHA,2022,36,male,218499,3099.81168,1855.86621,134.91821
GHA,2022,37,female,213784.8594,7339.86523,4697.35075,196.604
GHA,2022,37,male,213662.5313,3151.71083,1921.60783,127.91653
GHA,2022,38,female,209678.7344,7326.1156,4805.85929,182.25741
GHA,2022,38,male,209246.2188,3200.27649,1987.93744,121.34825
GHA,2022,39,female,204906.9375,7276.11377,4886.88382,168.39314
GHA,2022,39,male,205438.9219,3252.08105,2059.41641,115.27997
GHA,2022,40,female,198950.2813,7166.56378,4921.46171,154.39301
GHA,2022,40,male,200063.625,3273.09729,2114.07233,108.32852
GHA,2022,41,female,193458.5156,7055.81915,4947.65536,141.53808
GHA,2022,41,male,194528.2188,3283.9523,2163.59211,101.34465
GHA,2022,42,female,187447.9531,6905.06689,4936.95993,129.27197
GHA,2022,42,male,188915.6875,3285.19107,2207.19662,94.60329
GHA,2022,43,female,181247.875,6725.92236,4895.98515,117.86234
GHA,2022,43,male,183193.9375,3275.69662,2243.11303,88.1568
GHA,2022,44,female,171819.0469,6400.7002,4735.91819,105.3882
GHA,2022,44,male,174150.5313,3195.71906,2228.65936,80.50315
GHA,2022,45,female,163247.75,6063.39056,4559.7704,94.43763
GHA,2022,45,male,165568.25,3094.50604,2202.94871,73.42526
GHA,2022,46,female,153911.7656,5658.78558,4321.50624,83.95138
GHA,2022,46,male,154866.4375,2931.28128,2129.83813,65.78993
GHA,2022,47,female,145248.1563,5242.09619,4060.11608,74.72145
GHA,2022,47,male,145193.4063,2768.00928,2048.87086,59.06346
GHA,2022,48,female,136492.7656,4798.74197,3762.15379,66.25014
GHA,2022,48,male,135422.4844,2588.21112,1948.03232,52.75155
GHA,2022,49,female,127758.2656,4342.50827,3439.33332,58.52925
GHA,2022,49,male,125614.2656,2396.18784,1830.75234,46.85211
GIN,2022,15,female,156372.3594,353.15007,153.4833,93.05581
GIN,2022,15,male,161170.1406,276.94088,85.04578,12.80094
GIN,2022,16,female,151765.25,494.69033,231.32424,127.85372
GIN,2022,16,male,156369.6406,297.4105,108.36662,18.31229
GIN,2022,17,female,147961.75,663.24607,322.16493,151.56904
GIN,2022,17,male,152364.8594,320.575,124.30173,25.13829
GIN,2022,18,female,143588.1875,843.75745,436.71901,159.18658
GIN,2022,18,male,147891.4063,343.15334,134.36404,33.21656
GIN,2022,19,female,139606.9219,1025.07597,555.85669,156.07951
GIN,2022,19,male,143799.1719,372.48553,135.28611,41.91632
GIN,2022,20,female,136298.4375,1204.80648,681.1949,150.94494
GIN,2022,20,male,140318.8594,433.24751,169.64396,50.83958
GIN,2022,21,female,134568.2656,1405.84242,829.28748,148.79709
GIN,2022,21,male,138269.1094,495.7676,188.68475,59.2218
GIN,2022,22,female,132324.5625,1586.85904,965.0058,144.51158
GIN,2022,22,male,135894.6563,567.08317,212.12419,65.39104
GIN,2022,23,female,129331.4219,1757.12371,1099.04727,138.62658
GIN,2022,23,male,132724.7969,643.50958,239.91897,68.40794
GIN,2022,24,female,125737.6406,1895.58496,1211.92405,131.49221
GIN,2022,24,male,128779.5625,715.47593,266.41728,68.86186
GIN,2022,25,female,124643.4297,2075.3364,1360.5523,125.67207
GIN,2022,25,male,127418.7969,802.92326,303.38152,69.92355
GIN,2022,26,female,120968.3594,2190.62018,1467.3535,116.35684
GIN,2022,26,male,123431.4766,887.56766,346.64226,69.35935
GIN,2022,27,female,116589.1094,2277.66327,1556.72237,106.83619
GIN,2022,27,male,118522.7734,960.63667,386.59897,67.53386
GIN,2022,28,female,113631.6484,2376.27116,1653.94458,99.49014
GIN,2022,28,male,115005.1719,1038.98653,429.83685,65.89028
GIN,2022,29,female,110430.0234,2457.87938,1738.9257,92.56833
GIN,2022,29,male,111221.1719,1107.15079,468.80383,63.6124
GIN,2022,30,female,106507.875,2506.60522,1799.90074,85.12736
GIN,2022,30,male,106669.2734,1157.33643,500.07197,60.47844
GIN,2022,31,female,102066.9844,2532.81816,1845.78998,77.31784
GIN,2022,31,male,101501.4375,1197.53048,529.93302,56.73216
GIN,2022,32,female,97378.60938,2534.74382,1872.78157,69.89566
GIN,2022,32,male,96063.22656,1222.93244,553.47969,52.76589
GIN,2022,33,female,93280.125,2536.33752,1898.41996,63.52432
GIN,2022,33,male,91320.52344,1248.73618,578.29564,49.21092
GIN,2022,34,female,88917.80469,2515.73306,1906.01792,57.51118
GIN,2022,34,male,86430.49219,1263.70694,598.84868,45.61035
GIN,2022,35,female,84490.24219,2482.18086,1906.28755,51.83972
GIN,2022,35,male,81403.51562,1263.83294,616.61071,41.91733
GIN,2022,36,female,79856.15625,2426.67859,1888.84025,46.39258
GIN,2022,36,male,76138.20312,1248.81554,626.97933,38.11935
GIN,2022,37,female,75608.80469,2364.32994,1862.99914,41.59751
GIN,2022,37,male,71252.64062,1228.04288,633.52065,34.63976
GIN,2022,38,female,71738.53125,2295.80859,1828.99917,37.40356
GIN,2022,38,male,66817.51562,1204.15981,637.2946,31.52883
GIN,2022,39,female,68179,2219.25041,1785.12324,33.71121
GIN,2022,39,male,62605.625,1175.06198,637.16363,28.65641
GIN,2022,40,female,64852.98438,2136.09207,1733.08445,30.41135
GIN,2022,40,male,58588.6875,1139.7339,632.05328,25.9693
GIN,2022,41,female,61472.59766,2039.05818,1667.31182,27.33271
GIN,2022,41,male,54643.56641,1096.13316,620.50578,23.41065
GIN,2022,42,female,58605.01562,1948.11929,1604.17793,24.71636
GIN,2022,42,male,51302.8125,1056.72941,609.83161,21.23254
GIN,2022,43,female,56106.55078,1859.09337,1540.47503,22.45576
GIN,2022,43,male,48452.73828,1020.46104,599.52285,19.36987
GIN,2022,44,female,53311.08203,1751.53584,1459.38202,20.25905
GIN,2022,44,male,45421.66797,974.18077,581.82731,17.53679
GIN,2022,45,female,51086.57812,1648.96211,1382.60808,18.44404
GIN,2022,45,male,43086.18359,931.12124,567.10106,16.0553
GIN,2022,46,female,49095.17969,1544.98975,1303.77684,16.84781
GIN,2022,46,male,41073.37109,888.84135,551.85003,14.75941
GIN,2022,47,female,47426.20703,1444.12917,1225.26133,15.47692
GIN,2022,47,male,39461.35156,850.49959,537.3414,13.67223
GIN,2022,48,female,45922.66016,1342.70049,1144.1375,14.2575
GIN,2022,48,male,38051.125,812.68673,521.41555,12.71234
GIN,2022,49,female,44539.74609,1240.96034,1060.85255,13.16164
GIN,2022,49,male,36858.25,775.86527,504.30399,11.87412
GMB,2022,15,female,32745.55859,72.0694,23.46095,2.27565
GMB,2022,15,male,33379.89062,71.007,21.44641,0
GMB,2022,16,female,31752.49805,70.08278,23.95329,3.60111
GMB,2022,16,male,32359.69727,64.78393,19.99635,0
GMB,2022,17,female,30393.69531,70.58104,21.7658,6.38396
GMB,2022,17,male,30971.92383,59.04438,17.61618,0
GMB,2022,18,female,29277.08203,76.83043,19.78751,10.95946
GMB,2022,18,male,29829.35938,55.09487,12.27142,1.70647
GMB,2022,19,female,28193.92578,88.70344,20.96289,16.49881
GMB,2022,19,male,28706.53125,53.88906,10.26709,4.11112
GMB,2022,20,female,27075.72461,105.86986,24.64836,22.03589
GMB,2022,20,male,27570.52148,54.14709,9.12361,6.50323
GMB,2022,21,female,26088.6875,127.63429,28.41773,26.72241
GMB,2022,21,male,26540.89648,57.90589,9.62129,8.82207
GMB,2022,22,female,25024.45898,151.47736,31.73805,30.00461
GMB,2022,22,male,25408.44531,63.03468,8.93383,11.40692
GMB,2022,23,female,24098.71875,177.92311,36.32066,31.79743
GMB,2022,23,male,24439.35938,71.79858,8.809,14.36017
GMB,2022,24,female,23215.21875,204.7123,41.41736,32.40615
GMB,2022,24,male,23510.93555,83.56406,8.76527,17.40028
GMB,2022,25,female,22147.44336,231.18933,49.1356,32.3265
GMB,2022,25,male,22392.64258,97.8499,9.3741,20.12723
GMB,2022,26,female,21247.91016,258.96368,58.35482,32.31121
GMB,2022,26,male,21432.8418,114.9527,10.20755,22.48689
GMB,2022,27,female,20513.83984,286.84923,68.0093,31.98018
GMB,2022,27,male,20633.58594,135.21067,11.88058,24.32597
GMB,2022,28,female,19822.17578,313.92153,78.51122,31.18218
GMB,2022,28,male,19866.96875,156.1067,13.27224,25.41237
GMB,2022,29,female,19163.64844,340.55307,90.52506,30.03165
GMB,2022,29,male,19123.17969,177.88465,15.29917,25.89041
GMB,2022,30,female,18578.53906,366.9168,103.85115,28.73949
GMB,2022,30,male,18451.76953,200.42617,17.86767,26.18098
GMB,2022,31,female,18005.24609,391.66697,117.98507,27.33615
GMB,2022,31,male,17785.75586,222.66489,20.8663,26.27051
GMB,2022,32,female,17437.13672,414.46297,132.69479,25.86374
GMB,2022,32,male,17114.68164,243.82053,24.29558,25.93751
GMB,2022,33,female,16903.43164,435.50612,147.68964,24.42833
GMB,2022,33,male,16478.58008,263.56566,27.98126,25.24825
GMB,2022,34,female,16422.10742,455.53497,163.16905,23.05835
GMB,2022,34,male,15903.58887,282.1552,32.00776,24.34083
GMB,2022,35,female,15887.37109,468.50531,178.06954,21.56613
GMB,2022,35,male,15289.27148,294.74564,36.16197,23.19953
GMB,2022,36,female,15378.6123,479.08792,192.50725,20.08072
GMB,2022,36,male,14711.66406,305.17272,40.4309,22.01784
GMB,2022,37,female,14843.2168,485.90773,205.7223,18.61177
GMB,2022,37,male,14130.79883,312.64583,44.73544,20.73788
GMB,2022,38,female,14396.26465,492.79345,219.09203,17.32831
GMB,2022,38,male,13601.23145,318.34509,49.16646,19.47597
GMB,2022,39,female,13946.3584,496.6936,231.03842,16.10541
GMB,2022,39,male,13115.47461,322.26497,53.63772,18.23872
GMB,2022,40,female,13511.2334,498.07335,241.53753,14.93172
GMB,2022,40,male,12617.45898,323.22719,57.89413,16.94632
GMB,2022,41,female,13015.69043,493.92756,248.83251,13.72645
GMB,2022,41,male,12095.30078,320.9895,61.76268,15.61363
GMB,2022,42,female,12546.62793,487.40599,254.1477,12.61901
GMB,2022,42,male,11581.81543,316.59768,65.27972,14.33071
GMB,2022,43,female,12112.73145,478.97555,257.59044,11.62052
GMB,2022,43,male,11091.78613,310.7033,68.46004,13.13496
GMB,2022,44,female,11696.73242,468.14322,258.8021,10.70429
GMB,2022,44,male,10661.16016,304.5503,71.47057,12.06207
GMB,2022,45,female,11304.73828,451.93142,257.5738,9.86145
GMB,2022,45,male,10248.03711,292.8887,73.89004,11.04297
GMB,2022,46,female,10942.82324,433.73305,254.17099,9.08783
GMB,2022,46,male,9864.98242,280.50034,75.79656,10.08729
GMB,2022,47,female,10573.57422,412.52085,247.66329,8.35935
GMB,2022,47,male,9473.52051,266.63869,76.8131,9.17956
GMB,2022,48,female,10233.50391,390.47041,239.40846,7.70397
GMB,2022,48,male,9108.95312,252.55094,77.17093,8.36035
GMB,2022,49,female,9860.27246,365.86312,228.43904,7.06964
GMB,2022,49,male,8731.5,237.38134,76.54578,7.58623
GNB,2022,15,female,24877.24609,108.66236,68.90807,7.89449
GNB,2022,15,male,25307.30273,104.11018,43.318600000000004,1.89985
GNB,2022,16,female,24057.26953,118.05707,82.04294,11.05385
GNB,2022,16,male,24439.53125,104.16004,48.61062,2.7723
GNB,2022,17,female,23369.59766,132.63787,90.78735,14.54786
GNB,2022,17,male,23707.45703,106.355,48.70097,4.10213
GNB,2022,18,female,22678.53516,149.97329,101.49487,18.29541
GNB,2022,18,male,23002.2832,110.31497,50.05357,5.9557
GNB,2022,19,female,22060.89844,176.52022,119.09616,22.05904
GNB,2022,19,male,22340.05859,113.44605,50.25989,8.09346
GNB,2022,20,female,21358.43359,200.49203,134.31935,25.68925
GNB,2022,20,male,21596.50391,118.48347,51.30402,10.22612
GNB,2022,21,female,20505.05664,230.39164,154.51537,28.42726
GNB,2022,21,male,20700.77734,128.22572,55.30428,11.9275
GNB,2022,22,female,19936.125,261.67712,175.86346,30.18201
GNB,2022,22,male,20094.15234,137.10654,58.48736,13.24449
GNB,2022,23,female,19341.73828,292.13818,197.39849,30.28189
GNB,2022,23,male,19442.07031,145.45982,61.49408,13.86395
GNB,2022,24,female,18826.44531,320.60183,217.96218,29.34539
GNB,2022,24,male,18893.62891,152.76458,63.95602,14.05799
GNB,2022,25,female,18320.08789,351.93381,241.4863,28.01759
GNB,2022,25,male,18333.79297,161.0287,67.30065,14.06639
GNB,2022,26,female,17725.70508,379.28487,262.00966,26.59812
GNB,2022,26,male,17713.9375,173.12957,72.73172,13.98877
GNB,2022,27,female,17189.86133,408.23726,283.87174,25.15875
GNB,2022,27,male,17151.44531,187.05204,78.94864,13.79973
GNB,2022,28,female,16705.0957,439.7749,307.8709,23.80519
GNB,2022,28,male,16622.51172,203.22055,86.43223,13.50957
GNB,2022,29,female,16139.0166,469.95156,331.24938,22.34198
GNB,2022,29,male,16034.84766,220.29779,94.69703,13.06253
GNB,2022,30,female,15595.3418,499.80359,354.62241,20.80898
GNB,2022,30,male,15485.26465,238.25764,103.58335,12.54886
GNB,2022,31,female,14994.85156,525.90045,375.54978,19.12837
GNB,2022,31,male,14862.60254,254.78316,112.07994,11.89916
GNB,2022,32,female,14656.18066,558.99127,401.59536,17.85473
GNB,2022,32,male,14522.94922,275.46399,122.58631,11.42386
GNB,2022,33,female,14591.19727,602.53225,435.35059,17.0017
GNB,2022,33,male,14470.4209,301.85729,135.86931,11.12963
GNB,2022,34,female,14264.2666,635.36761,461.58202,15.91402
GNB,2022,34,male,14154.21191,322.86587,146.95786,10.59544
GNB,2022,35,female,13953.12402,668.50413,489.0114,14.86074
GNB,2022,35,male,13849.3252,342.65077,158.46242,10.03909
GNB,2022,36,female,13653.5,701.39539,516.26486,13.83106
GNB,2022,36,male,13552.80371,361.12805,169.34119,9.46731
GNB,2022,37,female,13290.04688,728.86558,539.409,12.81327
GNB,2022,37,male,13205.63086,376.34948,178.532,8.85683
GNB,2022,38,female,12910.36621,753.51902,560.54868,11.87052
GNB,2022,38,male,12834.82031,389.3301,186.74486,8.23837
GNB,2022,39,female,12505.70605,772.07587,577.09502,10.98556
GNB,2022,39,male,12427.52832,399.63436,193.7513,7.60984
GNB,2022,40,female,12065.6123,781.89614,586.93227,10.12493
GNB,2022,40,male,11967.37988,406.25225,198.99507,6.96313
GNB,2022,41,female,11589.22559,781.80499,589.11818,9.28194
GNB,2022,41,male,11451.84668,407.97499,201.76267000000001,6.30753
GNB,2022,42,female,11074.01855,770.39701,582.49657,8.47103
GNB,2022,42,male,10876.57617,403.72851000000003,201.42225,5.65737
GNB,2022,43,female,10201.83398,724.62253,549.51902,7.46059
GNB,2022,43,male,9953.39453,381.85593,192.02959,4.88126
GNB,2022,44,female,9669.10449,693.94797,527.61913,6.76485
GNB,2022,44,male,9261.30078,364.12531,184.43439,4.27558
GNB,2022,45,female,9422.20117,672.58804,513.31587,6.31287
GNB,2022,45,male,8839.17188,349.78436,179.1141,3.83328
GNB,2022,46,female,9247.81152,648.51209,496.36486,5.93333
GNB,2022,46,male,8501.31934,334.62577,172.99168,3.45584
GNB,2022,47,female,9023.45605,616.28186,472.57153,5.53677
GNB,2022,47,male,8136.38672,315.54385,164.17697,3.09921
GNB,2022,48,female,8606.31543,567.38001,435.7197,5.03974
GNB,2022,48,male,7640.87109,289.21404,151.28487,2.7293
GNB,2022,49,female,8380.89355,529.1084,406.82793,4.67312
GNB,2022,49,male,7310.28711,268.14607,140.90672,2.45091
GNQ,2022,15,female,17940.17383,106.45446,22.96614,33.29025
GNQ,2022,15,male,18188.67773,81.37719,12.65412,7.79498
GNQ,2022,16,female,17167.125,143.86872,27.69275,46.03575
GNQ,2022,16,male,17480.75391,85.66032,13.98499,11.31035
GNQ,2022,17,female,15889.63867,191.69428,38.51441,57.55578
GNQ,2022,17,male,16366.90723,93.07332,13.43072,16.13295
GNQ,2022,18,female,14507.19629,242.16943,47.53115,67.83727
GNQ,2022,18,male,15180.625,106.60925,13.22802,22.35039
GNQ,2022,19,female,13255.72168,299.62968,63.84098,76.46396
GNQ,2022,19,male,14135.50488,125.18471,11.95755,29.05037
GNQ,2022,20,female,12279.79785,362.61475,81.68337,84.7057
GNQ,2022,20,male,13366.41699,153.63607,15.36445,35.79101
GNQ,2022,21,female,11662.0918,437.94584,105.03787,92.11546
GNQ,2022,21,male,12930.87012,188.90117,17.19008,41.99835
GNQ,2022,22,female,11418.28711,526.82993,132.97398,97.79496
GNQ,2022,22,male,12831.63965,234.62332,20.86013,47.50865
GNQ,2022,23,female,11502.57129,635.14195,173.07598,101.12362
GNQ,2022,23,male,12984.54102,291.1143,27.15333,51.82782
GNQ,2022,24,female,11752.55957,752.58282,219.91891,102.12353
GNQ,2022,24,male,13268.02734,355.41735,35.52479,55.06337
GNQ,2022,25,female,12066.14648,875.02019,275.72277,102.18498
GNQ,2022,25,male,13574.07715,423.20183,45.45844,57.89018
GNQ,2022,26,female,12376.83887,999.5232,338.45383,102.17554
GNQ,2022,26,male,13856.38965,494.6047,56.65768,60.62498
GNQ,2022,27,female,12654.79688,1122.0176,406.02108,101.28165
GNQ,2022,27,male,14120.96289,568.26953,68.79103,62.7475
GNQ,2022,28,female,12814.8252,1234.71947,475.47372,99.2946
GNQ,2022,28,male,14374.91895,645.15282,83.29056,64.3244
GNQ,2022,29,female,12909.4082,1339.19093,546.00619,96.66693
GNQ,2022,29,male,14652.00977,725.38731,100.08707,65.52937
GNQ,2022,30,female,12958.38574,1435.74205,617.62625,93.08083
GNQ,2022,30,male,14989.96387,810.47514,119.93214,66.51389
GNQ,2022,31,female,12950.93164,1519.34978,686.69131,88.57069
GNQ,2022,31,male,15367.25586,898.62548,142.50509,67.2054
GNQ,2022,32,female,12866.93066,1586.61732,750.41865,83.73662
GNQ,2022,32,male,15720.16602,985.91327,167.50185,67.3973
GNQ,2022,33,female,12690.50195,1634.02953,805.50182,78.76426
GNQ,2022,33,male,15972.20605,1065.6759,193.53439,66.82388
GNQ,2022,34,female,12398.31543,1656.30031,847.56534,73.52012
GNQ,2022,34,male,16048.92578,1130.37481,218.90684,65.23741
GNQ,2022,35,female,11984.92285,1648.33358,876.21841,67.77432
GNQ,2022,35,male,15901.58887,1164.27363,242.7321,62.5414
GNQ,2022,36,female,11439.19141,1609.85619,885.77352,61.52084
GNQ,2022,36,male,15513.07031,1173.03011,261.86102,58.76857
GNQ,2022,37,female,10783.03711,1544.30695,876.54009,55.23322
GNQ,2022,37,male,14914.21777,1157.08923,275.24249,54.23862
GNQ,2022,38,female,10031.58301,1455.70227,849.87636,49.07402
GNQ,2022,38,male,14137.49023,1118.83144,282.46081,49.21642
GNQ,2022,39,female,9215.44824,1348.8621,807.65813,43.1575
GNQ,2022,39,male,13231.23242,1062.27779,283.57158,43.96841
GNQ,2022,40,female,8687.89355,1276.4313,781.74149,38.96791
GNQ,2022,40,male,12569.76367,1017.93911,286.31626,39.73419
GNQ,2022,41,female,8168.92432,1198.58751,749.08879,35.07657
GNQ,2022,41,male,11894.58594,966.41738,285.45093,35.64496
GNQ,2022,42,female,7681.91602,1120.51184,712.90979,31.6064
GNQ,2022,42,male,11243.36816,912.28229,282.02973,31.87202
GNQ,2022,43,female,7220.98535,1042.34882,673.59424,28.49665
GNQ,2022,43,male,10615.50391,856.20055,276.09253,28.42315
GNQ,2022,44,female,6841.94629,972.79355,637.06855,25.91754
GNQ,2022,44,male,10076.78809,804.16237,269.57058,25.44777
GNQ,2022,45,female,6535.38232,907.93778,602.94727,23.78822
GNQ,2022,45,male,9605.99609,746.73899,262.10581,22.84601
GNQ,2022,46,female,6273.71094,847.2213,569.7668,21.93726
GNQ,2022,46,male,9170.81445,690.65559,252.87339,20.49503
GNQ,2022,47,female,6057.88086,791.87431,538.44857,20.32029
GNQ,2022,47,male,8762.45215,636.3451,242.14294,18.39236
GNQ,2022,48,female,5848.47363,737.42005,506.21207,18.77433
GNQ,2022,48,male,8336.99316,581.48167,229.12913,16.44536
GNQ,2022,49,female,5643.19092,683.97003,473.33402,17.29413
GNQ,2022,49,male,7896.15186,526.91704,214.21691,14.64956
KEN,2022,15,female,562484.7813,4630.40106,4033.71767,379.8234
KEN,2022,15,male,560843.39068,4271.43499,3704.7704,29.70424
KEN,2022,16,female,554402.12113,5746.61919,4999.71818,527.04054
KEN,2022,16,male,551841.62303,4795.17016,4252.00442,44.43398
KEN,2022,17,female,545809.84372,6701.10346,5672.315189999999,626.62806
KEN,2022,17,male,542249.30865,5009.39738,4343.62105,69.11910999999999
KEN,2022,18,female,536021.63674,7631.21982,6331.5253,661.68014
KEN,2022,18,male,531771.23636,5179.76048,4385.02794,105.72424000000001
KEN,2022,19,female,525795.78906,8391.677099999999,6812.75743,649.86831
KEN,2022,19,male,520940.38479,5236.24129,4249.63191,149.01573
KEN,2022,20,female,511380.56834,9295.58337,7506.59106,620.91146
KEN,2022,20,male,505828.59373,5449.1600499999995,4261.76404,191.83074
KEN,2022,21,female,498143.90239,10301.32529,8378.16496,599.42111
KEN,2022,21,male,491666.45704,5762.77771,4400.28876,227.55206
KEN,2022,22,female,485138.07617,11370.91572,9326.76811,575.32107
KEN,2022,22,male,477723.36332,6164.75143,4713.44091,251.61974999999998
KEN,2022,23,female,471942.69927,12422.58619,10284.466620000001,551.24029
KEN,2022,23,male,463573.85748,6483.1333,4915.28833,260.53959
KEN,2022,24,female,459765.42969,13517.64837,11281.10449,527.73646
KEN,2022,24,male,450383.9063,6780.3733999999995,5084.80147,258.58551
KEN,2022,25,female,447762.29105,14634.63026,12325.67183,500.64313
KEN,2022,25,male,437517.64648,7115.30815,5308.59488,253.10447
KEN,2022,26,female,436328.49224,15789.70132,13440.6502,469.67523
KEN,2022,26,male,425051.83012,7361.89141,5462.91833,247.22084999999998
KEN,2022,27,female,427425.34573,16877.46899,14512.50165,440.36166
KEN,2022,27,male,413862.70507,7832.25341,5870.42849,238.31484
KEN,2022,28,female,419691.16211,18053.37631,15693.66175,415.52904
KEN,2022,28,male,403472.2129,8257.12237,6248.06881,227.31331
KEN,2022,29,female,412637.72855,19066.33258,16727.88326,394.08881
KEN,2022,29,male,393976.03126,8523.99709,6485.57561,215.30554
KEN,2022,30,female,406520.80857,19951.18263,17640.90469,373.746
KEN,2022,30,male,385833.61916,8677.24876,6620.90945,202.71899
KEN,2022,31,female,400854.83598,20822.25519,18542.94928,353.84195
KEN,2022,31,male,378925.7266,8826.367979999999,6761.06404,190.22392
KEN,2022,32,female,395652.10351,21575.69876,19326.28431,334.78136
KEN,2022,32,male,373102.87696,8885.67332,6817.33901,178.26449
KEN,2022,33,female,389156.44336,22267.19838,20054.849290000002,315.58477
KEN,2022,33,male,366203.33106,8968.86109,6904.00649,167.00617
KEN,2022,34,female,380473.90332,22858.25623,20695.71803,295.2923
KEN,2022,34,male,357323.417,9087.32819,7033.68232,155.79692
KEN,2022,35,female,369801.67579,23516.72418,21429.43806,273.56079
KEN,2022,35,male,346728.78223,9311.39993,7292.317,143.96705
KEN,2022,36,female,357900.42089,24174.262189999998,22181.3542,251.63106
