"","iso3","year","kp","population_proportion","study_idx","logit_proportion"
"58","CIV",2004,"FSW",0.00494266567551198,34,-5.30489556184515
"59","CIV",2004,"FSW",0.00395389373569912,34,-5.52909269869524
"60","CIV",2009,"FSW",0.00667603418035633,35,-5.00253273473187
"61","CIV",2009,"FSW",0.00383601788983578,35,-5.55947706402596
"62","CIV",2009,"FSW",0.00460906311941182,35,-5.37511095291892
"63","CIV",2009,"FSW",0.00527761806578083,35,-5.23898881306973
"64","CIV",2009,"FSW",0.00498718310933063,35,-5.29588437515168
"65","CIV",2009,"FSW",0.0254584712544484,35,-3.64491858714654
"66","CIV",2009,"FSW",0.0177261864676832,35,-4.0148270942996
"67","CIV",2009,"FSW",0.0083425037736047,35,-4.77801439778778
"68","CIV",2009,"FSW",0.00807430145262587,35,-4.8109618458698
"69","CIV",2009,"FSW",0.0051946366496522,35,-5.25492042351427
"70","CIV",2010,"FSW",0.00485453460718877,36,-5.32297568415657
"71","CIV",2010,"FSW",0.0175105566954424,36,-4.02728566016442
"72","CIV",2014,"FSW",0.0038683521414361,37,-5.55105081229961
"73","CIV",2015,"FSW",0.00288279682448247,40,-5.84610737636751
"74","CIV",2016,"FSW",0.00432133318739314,42,-5.4398606190091
"75","CIV",2019,"FSW",0.00819563385147481,44,-4.79592432096494
"76","CIV",2014,"MSM",0.00237742526394547,38,-6.03935694293548
"77","CIV",2014,"MSM",0.00804485003642945,38,-4.8146457548549
"78","CIV",2014,"MSM",0.0141669405363162,38,-4.24257591032851
"79","CIV",2014,"MSM",0.022661205218555,38,-3.76417892119924
"80","CIV",2014,"MSM",0.0337753623471959,38,-3.3536647392773
"81","CIV",2015,"MSM",0.0198016782976194,41,-3.90198822366044
"82","CIV",2015,"MSM",0.00792785052712673,41,-4.82941389290689
"83","CIV",2015,"MSM",0.0140594742527359,41,-4.25029954150505
"84","CIV",2015,"MSM",0.0218752487194141,41,-3.80028141723726
"85","CIV",2015,"MSM",0.0329424265223394,41,-3.37949664496797
"86","CIV",2017,"MSM",0.00499391558013522,43,-5.2945285646781
"87","CIV",2019,"MSM",0.00639323330593608,45,-5.04610138634939
"88","CIV",2014,"PWID",0.00072457078742578,39,-7.22920626234911
"89","CIV",2019,"PWID",0.00119412829049103,46,-6.72914398198147
"90","CIV",2019,"PWID",0.00499957094247453,46,-5.2933910711251
"91","CIV",2019,"PWID",0.00450248001063384,46,-5.39861427383682
"92","CIV",2019,"PWID",9.13502479417399e-05,46,-9.30071820652802
"93","CMR",1997,"FSW",0.0191228345617967,47,-3.93756409032976
"94","CMR",2013,"FSW",0.00735613510078457,48,-4.90483728145649
"95","CMR",2013,"FSW",0.0191137795421833,48,-3.93804695267783
"96","CMR",2013,"FSW",0.0168823419486822,48,-4.06446058523413
"97","CMR",2013,"FSW",0.0318599362443843,48,-3.41402746740981
"98","CMR",2013,"FSW",0.0170292118293917,48,-4.05564919038738
"99","CMR",2013,"FSW",0.0141380825439075,48,-4.24464425547295
"100","CMR",2013,"FSW",0.0160865675489173,48,-4.11355330800571
"101","CMR",2013,"FSW",0.0101417283265512,48,-4.58090334291032
"102","CMR",2013,"FSW",0.0265346785839232,48,-3.60240969829928
"103","CMR",2013,"FSW",0.011691211757686,48,-4.43715775988346
"104","CMR",2013,"FSW",0.0234367621822561,48,-3.72973368487853
"105","CMR",2013,"FSW",0.0103265157905622,48,-4.56266013892368
"106","CMR",2013,"FSW",0.0194801804173227,48,-3.91868529934188
"107","CMR",2013,"FSW",0.0442212971890876,48,-3.07331989394511
"108","CMR",2013,"FSW",0.0104362509192969,48,-4.55197877790338
"109","CMR",2013,"FSW",0.0236534189997239,48,-3.72030995578894
"110","CMR",2013,"FSW",0.0196296593005121,48,-3.91088874687563
"111","CMR",2013,"FSW",0.00864650578730291,48,-4.74191589117292
"112","CMR",2013,"FSW",0.0223462660087838,48,-3.77849631397498
"113","CMR",2013,"FSW",0.00984401894784489,48,-4.61099842999773
"114","CMR",2013,"FSW",0.00619772286622575,48,-5.07735632555933
"115","CMR",2013,"FSW",0.0140857337868767,48,-4.24840690270368
"116","CMR",2015,"FSW",0.00518917869295461,50,-5.25597715307243
"117","CMR",2015,"FSW",0.0107531491127836,50,-4.52174524452787
"118","CMR",2015,"FSW",0.0241180017073879,50,-3.70038315524048
"119","CMR",2015,"FSW",0.00725137070986349,50,-4.91928697486453
"120","CMR",2015,"FSW",0.00664247348559478,50,-5.00760623907274
"121","CMR",2015,"FSW",0.0153861467467951,50,-4.1587819944807
"122","CMR",2015,"FSW",0.0313136274041948,50,-3.43188751548813
"123","CMR",2015,"FSW",0.0164619838945704,50,-4.09010257476658
"124","CMR",2015,"FSW",0.013733714302115,50,-4.27407267702404
"125","CMR",2015,"FSW",0.0155024875585494,50,-4.15113087265645
"126","CMR",2015,"FSW",0.00926019637948784,50,-4.67272668471969
"127","CMR",2015,"FSW",0.0202317596581947,50,-3.88006242424283
"128","CMR",2016,"FSW",0.00368437260796128,52,-5.5999638468512
"129","CMR",2016,"FSW",0.00368600029893285,52,-5.59952052829726
"130","CMR",2016,"FSW",0.00927115338828665,52,-4.67153308751471
"131","CMR",2016,"FSW",0.0213214900232489,52,-3.82648771709229
"132","CMR",2016,"FSW",0.0343954778622299,52,-3.33482925476888
"133","CMR",2016,"FSW",0.0265417726114385,52,-3.60213509731661
"134","CMR",2016,"FSW",0.0305572937163615,52,-3.45711797281237
"135","CMR",2016,"FSW",0.00513783710905021,52,-5.26597200280162
"136","CMR",2016,"FSW",0.00390773879972414,52,-5.54088099040241
"137","CMR",2016,"FSW",0.0118922719197996,52,-4.41990295767253
"138","CMR",2016,"FSW",0.00928950216138964,52,-4.66953739757359
"139","CMR",2018,"FSW",0.00935339805768502,54,-4.66261815729917
"140","CMR",2018,"FSW",0.0353429882173278,54,-3.30667259040354
"141","CMR",2018,"FSW",0.0196477820033559,54,-3.90994745641562
"142","CMR",2018,"FSW",0.0110926638938027,54,-4.49031665334697
"143","CMR",2018,"FSW",0.0196136628739461,54,-3.91172030674621
"144","CMR",2018,"FSW",0.0539657872909296,54,-2.86392845696399
"145","CMR",2018,"FSW",0.0227460181282416,54,-3.7603564764851
"146","CMR",2018,"FSW",0.0272800755845876,54,-3.57393958961635
"147","CMR",2018,"FSW",0.031973093921496,54,-3.41036514826262
"148","CMR",2018,"FSW",0.0302284872907545,54,-3.46827572230444
"149","CMR",2018,"FSW",0.0459090548616441,54,-3.03409662595358
"150","CMR",2018,"FSW",0.00623866414870852,54,-5.07073099231883
"151","CMR",2013,"MSM",0.0054311519606316,49,-5.21015806580386
"152","CMR",2013,"MSM",0.0122266297228399,49,-4.39183695198755
"153","CMR",2013,"MSM",0.0110125081883008,49,-4.49764994942598
"154","CMR",2013,"MSM",0.0225353881863696,49,-3.76987520653009
"155","CMR",2013,"MSM",0.012056032951411,49,-4.40606078810956
"156","CMR",2013,"MSM",0.0115470504583769,49,-4.44971101085857
