"","iso3","area_name","kp","lower","median","upper"
"36","ZAF","South Africa","FSW",0.0040832964120566,0.005533620621341,0.00755466416161581
"37","ZMB","Zambia","FSW",0.0135558959521153,0.01786592159155,0.023739834596628
"38","ZWE","Zimbabwe","FSW",0.00992266644832506,0.0181575858199251,0.0336568489271936
"39","AGO","Angola","MSM",0.00552353863114241,0.0119906637655496,0.0277159377170018
"40","BDI","Burundi","MSM",0.00262971915046923,0.00554880285711208,0.0119976386841618
"41","BEN","Benin","MSM",0.00126375337124938,0.00276879689035105,0.00569413491968276
"42","BFA","Burkina Faso","MSM",0.00180139839538282,0.00367628222578679,0.00734316076981404
"43","BWA","Botswana","MSM",0.00774285272062051,0.0137757342915604,0.0247107967839944
"44","CAF","Central African Republic","MSM",0.00187912054498842,0.00569494760116675,0.0188502786711213
"45","CIV","Côte d’Ivoire","MSM",0.00457331102591927,0.00767777934344423,0.0133377422588849
"46","CMR","Cameroon","MSM",0.00482209078137009,0.00653444280332142,0.00876857100582698
"47","COD","Congo - Kinshasa","MSM",0.00409201798904161,0.0073907620336821,0.0137934093105708
"48","COG","Congo - Brazzaville","MSM",0.00234226694839889,0.00538611406985015,0.0119353831049322
"49","ETH","Ethiopia","MSM",0.000272576302035753,0.00218136454094276,0.0185806471601164
"50","GAB","Gabon","MSM",0.00163509977909011,0.00608814940488865,0.0214773661138953
"51","GHA","Ghana","MSM",0.00563733451318841,0.00918281580239233,0.0148610494075412
"52","GIN","Guinea","MSM",0.00105374250428621,0.00272283223740025,0.00588953919149757
"53","GMB","Gambia","MSM",0.00104606072257791,0.00463190485532179,0.0185042274035232
"54","GNB","Guinea-Bissau","MSM",0.00067348522322775,0.0034223966196583,0.0139971673473262
"55","GNQ","Equatorial Guinea","MSM",0.00118600699848932,0.00631609216808158,0.0309781649391174
"56","KEN","Kenya","MSM",0.0015256095346307,0.00212693547177395,0.00307512793180955
"57","LBR","Liberia","MSM",0.00119714690161087,0.00476036338634234,0.0158426750877543
"58","LSO","Lesotho","MSM",0.0169496633136319,0.0351008881536684,0.0720637890628898
"59","MLI","Mali","MSM",0.00169010124927469,0.00262985080362613,0.00408500836654587
"60","MOZ","Mozambique","MSM",0.00629907007936324,0.011086642366457,0.0188736469407497
"61","MWI","Malawi","MSM",0.00242327422249284,0.00394116260920618,0.00648201697683004
"62","NAM","Namibia","MSM",0.00994146219516385,0.0163691737568855,0.0289014761072563
"63","NER","Niger","MSM",0.00161599535861206,0.00312966481971037,0.00587420428647431
"64","NGA","Nigeria","MSM",0.00236392481115928,0.00325362390748285,0.00441299687816844
"65","RWA","Rwanda","MSM",0.00175274205811774,0.00420088412904618,0.00966979047195875
"66","SEN","Senegal","MSM",0.00211048710479249,0.0041787544305199,0.00789878002503484
"67","SLE","Sierra Leone","MSM",0.00147215976765669,0.00509480582443192,0.0189530891166845
"68","SSD","South Sudan","MSM",0.00114111093715834,0.0058117672133449,0.0330265510919963
"69","SWZ","Eswatini","MSM",0.00982907717322778,0.0190487405842486,0.0376061653432585
"70","TCD","Chad","MSM",0.00139608428426012,0.00448796292721944,0.0137350731491984
"71","TGO","Togo","MSM",0.00124653060151305,0.00456888603869394,0.0161197981452667
"72","TZA","Tanzania","MSM",0.00299908854951835,0.00531481250754932,0.00977007441478807
"73","UGA","Uganda","MSM",0.00257120603918143,0.00443282872257016,0.00753838454831253
"74","ZAF","South Africa","MSM",0.00696402097176606,0.0129020091656622,0.0223252109520316
"75","ZMB","Zambia","MSM",0.0052714457020572,0.00822578191444004,0.012704872805589
"76","ZWE","Zimbabwe","MSM",0.0084636038814088,0.0173002759859581,0.038091555019155
"77","AGO","Angola","PWID",0.000520075917871532,0.000702456800897784,0.000956574399345386
"78","BDI","Burundi","PWID",0.000500105014744602,0.000702095826792693,0.000945926481526647
"79","BEN","Benin","PWID",0.000519330182094423,0.000706804366414219,0.000965800205302656
"80","BFA","Burkina Faso","PWID",0.00052351405237038,0.000704362480556857,0.000953873400814276
"81","BWA","Botswana","PWID",0.000518787725144823,0.000703204413331304,0.000955962880723102
"82","CAF","Central African Republic","PWID",0.000520070383837812,0.000702398230857169,0.000942954270842791
"83","CIV","Côte d’Ivoire","PWID",0.00052229895569074,0.000703967037554242,0.000944611776318806
"84","CMR","Cameroon","PWID",0.000514753296454458,0.000702972161714941,0.000952981377354019
"85","COD","Congo - Kinshasa","PWID",0.000521027769595807,0.000701754351021912,0.000944992578623995
"86","COG","Congo - Brazzaville","PWID",0.000514129173083238,0.000702754263129836,0.000950881067763132
"87","ETH","Ethiopia","PWID",0.000504399266119348,0.00070185351912807,0.000950239213139834
"88","GAB","Gabon","PWID",0.000513441801945007,0.000703566276761763,0.000952679368209126
"89","GHA","Ghana","PWID",0.0005195683400211,0.000705346133748497,0.000957463430701352
"90","GIN","Guinea","PWID",0.000519938484684728,0.000703174807275945,0.000954339396084923
"91","GMB","Gambia","PWID",0.000512776403234186,0.000705415162471399,0.000963512231196537
"92","GNB","Guinea-Bissau","PWID",0.000512685583638851,0.000703579130076378,0.000959071479587952
"93","GNQ","Equatorial Guinea","PWID",0.000515120749008957,0.000702267516105662,0.000959068857021101
"94","KEN","Kenya","PWID",0.000521457562658951,0.000702023909798384,0.000950057750160582
"95","LBR","Liberia","PWID",0.000517237105361287,0.000702526278695444,0.000948485171034307
"96","LSO","Lesotho","PWID",0.000519563641399373,0.000701919356871779,0.000972859402650108
"97","MLI","Mali","PWID",0.000517361731365202,0.000705610296591074,0.000955826073757235
"98","MOZ","Mozambique","PWID",0.000511772667506239,0.000702408525860677,0.0009438116795196
"99","MWI","Malawi","PWID",0.000514972492961203,0.000701155964343047,0.000943490615871356
"100","NAM","Namibia","PWID",0.000518791853222052,0.00070051944384969,0.000954408105619883
"101","NER","Niger","PWID",0.000524042318954139,0.000703558517657035,0.000969829752868526
"102","NGA","Nigeria","PWID",0.000522347256337396,0.000706606011859611,0.000970558564977228
"103","RWA","Rwanda","PWID",0.000512429334510163,0.000702443841743015,0.000946053262738778
"104","SEN","Senegal","PWID",0.00051564255229932,0.000702457542001715,0.000959457364918911
"105","SLE","Sierra Leone","PWID",0.000512471834401288,0.000704251692775043,0.000956012826966421
"106","SSD","South Sudan","PWID",0.00051438284505525,0.000702342889230545,0.000945188786793517
"107","SWZ","Eswatini","PWID",0.000508554353766853,0.000701873194252162,0.000962249436899692
"108","TCD","Chad","PWID",0.000521367295404968,0.000703835128949492,0.000951990273302235
"109","TGO","Togo","PWID",0.000520583131130661,0.000706344653703502,0.000963546290725388
"110","TZA","Tanzania","PWID",0.000506593907371936,0.00070115134277778,0.000945872245886094
"111","UGA","Uganda","PWID",0.00051359404790423,0.000702820507662152,0.000953541807867002
"112","ZAF","South Africa","PWID",0.000512813145312837,0.000701297614877644,0.000959820547866083
"113","ZMB","Zambia","PWID",0.000521482319189464,0.000701621325045937,0.000956563924395273
"114","ZWE","Zimbabwe","PWID",0.0005154299465901,0.000701139276541613,0.000947590055599142
